Original,Translation
olumarachi ni lusungo olwa,kimarachi ni lugha ya wamarachi
olumarachi ni lusungo olwa bamarachi,kimarachi wamarachi ni lugha ya wamarachi
mukenya khuli abamarachi basunganga olumarachi,nchini kenya tuna wamarachi wanaozungumza kimarachi
mukenya khuli nende abamarachi basunganga olumarachi,nchini kenya tuna wamarachi kimarachi
ya busia khuli nde bamarachi bangi hushira mukaunti ya bungoma,katika kaunti ya busia tuna wamarachi wengi kuliko kaunti ya bungoma
mukaunti ya busia khuli nde bamarachi bangi hushira mukaunti ya bungoma,katika kaunti ya busia tuna wamarachi wengi kuliko ya bungoma
bungoma abamarachi bangi bali mukaunti ya mukenya,nchini kenya wamarachi wengi wako katika kaunti ya bungoma
mukenya abamarachi bangi bali mukaunti ya bungoma,nchini kenya wamarachi wako katika kaunti ya bungoma
mukenya abamarachi mukenya bangi bali mukaunti ikhongo mukenya eyilangwa nairobi,nchini kenya wamarchi wengi wako katika kaunti kubwa nchini kenya iitwayo nairobi
mukenya abamarachi bangi bali mukaunti ikhongo mukenya eyilangwa nairobi,nchini kenya wamarchi kenya wako katika kaunti kubwa nchini wengi iitwayo nairobi
khubajamisya inendi ilolokha ikaunti abandu abangi,kaunti hii inaonekana kuwapendeza watu wengi
ikaunti inendi ilolokha khubajamisya abandu abangi,kuwapendeza hii inaonekana kaunti watu wengi
abamarachi eyo bangi berukhila mukaunti eyo ya nairobi,twamarachi wengi hukimbilia kaunti hiyo ya nairobi
abamarachi bangi berukhila mukaunti eyo ya nairobi,twamarachi wengi kaunti hiyo ya nairobi
buri nibushya abandu baangi bekombanga khula nairobi nairobi,kila uchao watu wengi hutamani kufika kaunti hii ya nairobi
buri nibushya abandu baangi bekombanga khula nairobi,kila uchao watu wengi hutamani kufika kaunti hii ya
ikaunti ya nairobi ikaunti ino yabajamisia abamarachi baangi,kaunti hii ya nairobi huwapendeza wamarachi wengi
ikaunti ya nairobi ino yabajamisia abamarachi baangi,kaunti hii ya nairobi huwapendeza wamarachi wengi kaunti
buri mumarachi yekombanga niyolakhuo nairobi,kila mumarachi hutamani kuwa amefika nairobi
buri mumarachi yekombanga khuba niyolakhuo nairobi,kila mumarachi hutamani kuwa nairobi amefika
nibatsia nairobi beuranga bilai khuba mbu bali mutauni,wamarachi wakienda nairobi hujihisi vizuri kwa kuwa wako jijini
abamarachi nibatsia nairobi beuranga bilai khuba mbu bali mutauni,wakienda nairobi hujihisi vizuri kwa kuwa wako jijini
kando nende nairobi nibatsia ako banyolangayo bindu tofauti nende ebiri bumarachi,kando na hayowakienda nairobi huwa wanapata vitu tofauti na vilivyo marachi
kando nende ako nibatsia nairobi banyolangayo bindu tofauti nende ebiri bumarachi,kando na hayowakienda nairobi huwa wanapata vitu tofauti na marachi vilivyo marachi
kando nende ako kosi bano yani abamarachi nende abakikuyu abali nairobi babadilishananga amakhuwa,kando na hayo yote watu hawa yani wamarachi na wakikuyu walio nairobi hubadilishana mambo mengi
kando nende ako kosi abandu bano yani abamarachi nende abakikuyu abali nairobi babadilishananga amakhuwa,kando na hayo yote watu hawa yani wamarachi na walio nairobi hubadilishana mambo mengi
nende olurimi olwa bakikuyu abamarachi bakhaluelewa bwangu ta,kutokana na lugha ya wakikuyu wamarachi hawawezi kuielewa haraka
khulondana nende olurimi olwa bakikuyu abamarachi bakhaluelewa bwangu ta,kutokana na lugha wakikuyu ya wakikuyu wamarachi hawawezi kuielewa haraka
ni benya khumanya ni lazima beeke ni bale kata si bakhamanya ta lukikuyu,wakitaka kujua kikikuyu ni lazima wajifunze ikiwa hata hawawezi kukijua
ni benya khumanya lukikuyu ni lazima beeke ni bale kata si bakhamanya ta lukikuyu,wakitaka kujua kikikuyu ni lazima wajifunze ikiwa hata hawawezi kukijua kujua
abamarachi abosi bekombanga mbu bosi babekho abatajiri abakikuyu,wamarachi pia hutamani kuwa wao pia wawe matajiri kama wakikuyu
abamarachi abosi bekombanga mbu bosi babekho abatajiri nga abakikuyu,wakikuyu wamarachi pia hutamani kuwa wao pia wawe matajiri kama wakikuyu
ni oluga olwa bandu abangi bamanya sa khulomaloma na lakini bakorwa huandika,kimarachi ni lugha ya watu wengi wanaojua kuongea lakini hawajui kuandika
olumarachi ni oluga olwa bandu abangi bamanya sa khulomaloma na lakini bakorwa huandika,kimarachi ni lugha ya watu wengi wanaojua kuongea lakini hawajui kuongea kuandika
kata kario ni olumarachi si balusunganga ngilwa lwenyekha khaba tawe,hata hivyo iwapo huongea kimarachi hua hawazungumzi kama inavyotakikana
kata kario ni balomalomanga olumarachi si balusunganga ngilwa lwenyekha khaba tawe,hata hivyo iwapo huongea kimarachi hua hawazungumzi kama
okhuba olwibulo olwa isaino lwatupira ale olumarachi okhuba abandu abalusunganga bilayi bakhuya sialo okhuba mateki,kwa ambavyo kizazi cha sasa kimetupilia mbali kimarachi huwa watu wasiokizungumza vizuri na wamepiga dunia mateke
okhuba olwibulo olwa isaino lwatupira ale olumarachi okhuba abandu abalusunganga bilayi bakhuya sialo mateki,kwa ambavyo kizazi cha sasa kimetupilia mbali kimarachi huwa wasiokizungumza vizuri na wamepiga dunia mateke
skhubalia,kuheshimu wazazi
skhubalia abebusi,kuheshimu
somwana akhoyele omwibusi nashiri nari omwana omutiti abebusi khubaechesie abana befwee emima emilayi olwa achia musikuli yeinjisinjia khumakhuba omusialo muno,mtoto anastahili kuheshimu wazazi akiwa angali mtoto mdogo wazaza tuwafunze watoto wetu nidhamu bora akienda shuleni hujiingiza katika hulka mbaya za duniani
somwana akhoyele khumuria omwibusi nashiri nari omwana omutiti abebusi khubaechesie abana befwee emima emilayi olwa achia musikuli yeinjisinjia khumakhuba ka omusialo muno,mtoto anastahili kuheshimu wazazi akiwa angali mtoto mdogo wazaza tuwafunze wetu nidhamu za akienda shuleni hujiingiza katika hulka mbaya bora duniani
mbolere ori khulwa khubera abana bachakire khunania khumakongo esie philipo smbolanga ni marire,nasema hivi kwa maana watoto wameanza kutatiza vijijini wazazi dalili ya mvua ni mawingu mimi philipo nimesema na nikamaliza
smbolanga ori khulwa khubera abana bachakire khunania khumakongo esie philipo mbolere ni marire,nasema hivi kwa maana watoto kutatiza vijijini wazazi dalili ya mvua ni mawingu mimi philipo nimesema na nikamaliza
somwana oundi abele bumala abele omutiti nakonyanga olwa anyala ba einjaga nindeleba mumoyo kwange abebusi ba omwana uno balio nokho tawe,mtoto mwingine amekuwa katika mtaa wa bumala amekuwa mdogo na anatafuta jinsi ya kuvuta bangi nikajiuliza moyoni mwangu wazazi wa mtoto huyu wapo ama hawapo
somwana oundi abele bumala abele omutiti nakonyanga olwa anyala khunywa einjaga nindeleba mumoyo kwange abebusi ba omwana uno balio nokho tawe,mwingine amekuwa bumala mtaa wa katika amekuwa mdogo na anatafuta jinsi ya kuvuta bangi nikajiuliza moyoni mwangu wazazi wa mtoto huyu wapo ama hawapo
olumarachi ni lulomaloma lwa lwa vamarachi,kimarachi ni lugha ya wamarachi
olumarachi ni lulomaloma lwa vamarachi,kimarachi ni lugha ya
ndamanya nende luno hurula huvevusi vange hulomaloma luyaa lwefu,najua kuongea hiki kutoka kwa wazazi wangu na jamii yetu
ndamanya hulomaloma luno hurula huvevusi vange nende luyaa lwefu,kutoka kuongea hiki najua kwa wazazi wangu na jamii yetu
vilia vilai muno ninomanoma lulomaloma lwefu huvera nie nyasaye wenya nderumihire lulomaloma luno huasiliana nende vandu vaandi ndeuliranga viavanyala huluulira,huwa najihisi vizuri sana ninapozungumza lugha yetu kwa sababu mungu ndiye alitaka niitumie kuongea na kuwasiliana na watu wengine kile wanachoweza kusikia
ndeuliranga vilai muno ninomanoma lulomaloma lwefu huvera nyasaye nie wenya nderumihire lulomaloma luno huasiliana nende vandu vaandi vilia viavanyala huluulira,huwa najihisi kile vizuri sana ninapozungumza lugha yetu kwa sababu mungu ndiye niitumie kuongea na kuwasiliana na watu wengine kile wanachoweza kusikia
olumarachi yalomaloma luno ni lwa maana huvera avulao omumarachi ulia unyala yalomaloma nende mumarachi wasie tsinomanoma tsindi khurula mutsinzya tsiindi tsia vakororwe khaandi tsia valanyala huulira huelewa,kimarachi hiki ni cha maana kwa sababu hakuna mumarachi anayeweza kuongea na mumarachi mwenzake lugha zingine kutoka makabila mengine wasiyoyajua na wasiyoweza kusikia na kuelewa
olumarachi luno ni lwa maana huvera avulao omumarachi ulia unyala yalomaloma nende mumarachi wasie tsinomanoma tsindi khurula mutsinzya tsiindi tsia vakororwe khaandi tsia valanyala huulira nende huelewa,mumarachi hiki ni cha maana kwa sababu hakuna kimarachi anayeweza kuongea na mumarachi mwenzake lugha zingine kutoka makabila mengine wasiyoyajua wasiyoweza kusikia na kuelewa
esiakhuuchisia ni avamarachi ohululomaloma ni paka oluraisi lakini ohuluandika nolumu muno paka amasomo ko khuluandika kho onyole ngo oluandika lakini okhululomaloma no uhuraisi sa nga omurere nikurerekha khulurimi,cha kushangaza ni kwamba wamarachi kukizungumza ni rahisi lakini kukiandika ni kigumu sana mpaka upate mafunzo ya kukiandika ndipo upate jinsi ya kukiandika lakini kukizungumza ni rahisi tu kama mlenda unapoteleza kwa ulimi
esiakhuuchisia ni avamarachi ohululomaloma ni oluraisi lakini ohuluandika nolumu muno paka onyole amasomo ko khuluandika kho onyole ngo oluandika lakini okhululomaloma no uhuraisi sa nga omurere nikurerekha khulurimi,cha kushangaza ni kwamba wamarachi kukizungumza ulimi rahisi lakini kukiandika ni kigumu sana mpaka upate mafunzo ya kukiandika kama jinsi ya kukiandika lakini kukizungumza ni rahisi tu ndipo mlenda unapoteleza kwa ni
mima nelikhoba liamubiri liamubiri,tabia ni ngozi ya mwili
mima nelikhoba liamubiri,tabia mwili ni ngozi ya mwili
yali ndala ndali nende kukhu wange nende abana befu,siku moja tulikuwa tumeketi na nyanya yangu pamoja na ndugu zangu
yali inyanga ndala ndali nende kukhu wange nende abana befu,siku moja tulikuwa tumeketi na nyanya yangu zangu na ndugu pamoja
khuali khwikhale asi mubweru nikhulindire,tulikuwa tumeketi chini kwa sakafu tukiwa tumengoja ugali
khuali khwikhale asi mubweru nikhulindire obusuma,tulikuwa ugali tumeketi chini kwa sakafu tukiwa tumengoja ugali
kukhu nende yetsa nende khuchaka khurubolera tsingano nga balitsingi naibasiri abaana badidi,nyanya alikuja na kuanza kutusimulia hadithi jinsi walivyokuwa wakiishi wakiwa wadogo
kukhu yetsa nende khuchaka khurubolera tsingano nga balitsingi naibasiri abaana badidi,nyanya alikuja na na kuanza kutusimulia hadithi jinsi walivyokuwa wakiishi wakiwa wadogo
omukambi yalikho kukhu,nyanya aliwahi kuwa mhubiri
kukhu yalikho omukambi,nyanya aliwahi kuwa mhubiri mhubiri
khurweresia yachaka kukhu lukano,nyanya alianza kutupea hadithi
kukhu yachaka khurweresia lukano,nyanya nyanya alianza kutupea hadithi
munaee kwitse kwitse,kitendawili tega
munaee kwitse,tega kitendawili
halehale buli hualio nende mukhana mlai khushira buli mundu mlukongo muno,hapo kitambo tulikuwa na msichana mzuri kuliko kila mtu katika hii kijiji
halehale hualio nende mukhana mlai khushira buli mundu mlukongo muno,hapo kitambo tulikuwa na kuliko mzuri msichana kila mtu katika hii kijiji
yali mulai wosi yali yajama were sana,kwa upande wote alikuwa mzuri na pia alimpenda mungu sana
yali mulai buleka wosi yali yajama were sana,kwa upande wote alikuwa mzuri na pia alimpenda pia mungu sana
mwane emima,eeh kwali tabia yake
mwane emima kie,eeh kwali yake tabia
khudaya inyanga ndala yarula nende khutsia mumwalo khudaya matsi musebere,siku moja alitoka na kuenda kwa mto kuchota maji
inyanga ndala yarula nende khutsia mumwalo khudaya matsi musebere,na moja alitoka siku kuenda kwa mto kuchota maji
nga yanyola bandu betsule yamua yamua hutsia khudaya mumutaro matsi,alipopata watu wamejaa aliaamua kuenda kuchota maji kwa mtaro
nga yanyola bandu betsule yamua hutsia khudaya mumutaro matsi,alipopata watu wamejaa kuenda kuchota maji kwa mtaro
yedukha khumurwe kala yakenda ngawa yola mdala yanyola bebusi bae nibekhale lwanyi,alibandika maji kwa kichwa akatembea pole pole hadi nyumbani akapata wazazi wake wamekaa kwa kiwanja cha boma
yedukha khumurwe yakenda kala ngawa yola mdala yanyola bebusi bae nibekhale lwanyi,alibandika maji kwa kichwa akatembea kwa pole hadi nyumbani akapata wazazi wake wamekaa pole kiwanja cha boma
yakenda mkhana kala yola munzu,msichana alitembea pole pole akafika kwa nyumba
mkhana yakenda kala yola munzu,alitembea msichana alitembea pole pole akafika kwa nyumba
bebusi bae mulai bamlanga mkhana yali mulai yarula yatsia khulola siabali bamulangire,wazazi wake walimwita msichana mzuri alitoka akaenda kuona walichomwitia
bebusi bae bamlanga mkhana yali mulai yarula yatsia khulola siabali bamulangire,wazazi wake walimwita msichana alitoka akaenda kuona walichomwitia
baanza khumubolera,wazazi wake walianza kumwambia
bebusi baanza khumubolera,wazazi kumwambia wake walianza kumwambia
apiyo oli mukhana mlai ndakhuyanza khubuli sindu khushira bana mukhana bandi bano,apiyo wewe ni msichana mlai nakupenda kwa kila kitu kuliko hawa watoto wengine
apiyo oli mukhana mlai ndakhuyanza khubuli sindu khushira bana bandi bano,apiyo wewe ni mlai nakupenda kwa kila kitu kuliko hawa watoto wengine
khubareba khwa bebusi khuakira apiyo yachaka khulomaloma makhua masiro kali madinyu kawakhanyala khukalusia da,kuongea kwa wazazi kulifanya apiyo akaanza kuwauliza maneno mazito yasiyoweza kumjibu
khulomaloma khwa bebusi khuakira apiyo yachaka khubareba makhua masiro kali madinyu kawakhanyala khukalusia da,kuongea apiyo wazazi kulifanya kwa akaanza kuwauliza maneno mazito yasiyoweza kumjibu
bebusi bange dawe,wazazi wake hawakuwa wanaelewa
bebusi bange sibelewanga dawe,wazazi wake wanaelewa hawakuwa
oli mundu mukhongo omanyire mwene papa yamubolera wae yamubolera,baba yake alimwambia yeye ni mtu mkubwa anaelewa wanachomwambia
oli mundu mukhongo omanyire mwene papa wae yamubolera,baba yake alimwambia yeye ni mtu anaelewa wanachomwambia
makhuwa ako kakira yachaka apiyo khulira,haya maneno yalifanya apiyo akaanza kulia
makhuwa ako kakira apiyo yachaka khulira,maneno yalifanya apiyo akaanza kulia
inyanga ilondakho mukhana bakhongokhongo nende bakeni yetserwa,siku iliyofwata msichana alikujiwa na wageni wakubwa wakubwa
inyanga ilondakho mukhana yetserwa nende bakeni bakhongokhongo,siku iliyofwata wageni alikujiwa na msichana wakubwa wakubwa
apiyo abo yatsia nende abandu yabukulwa,apiyo alichkuliwa akaenda na hao watu
apiyo yabukulwa yatsia nende abandu abo,apiyo alichkuliwa akaenda na alichkuliwa hao watu
abayie mukhana yalira yabula obunyali bwa khukhaya khubera kali manji,aah kweli msichana alilia akakosa usaidizi kwa maana pesa ilikuwa mingi
abayie mukhana yalira yabula obunyali bwa khukhaya khubera amapesa kali manji,aah kweli msichana pesa akakosa usaidizi kwa maana alilia ilikuwa mingi
sikira rikhanga ribula khuikosi moya,sababu ya kanga kukosa manyoa kwa shingo
sikira rikhanga ribula moya khuikosi,sababu ya kanga kukosa manyoa kanga kwa shingo
khare nende inzukha nende rikhanga bari bamenya halala bosi mubulamu bwa khunyola inzukha yarithingi ingesi khushira rihanga,hapo jadi kulikuwepo na nyoka na kanga walikuwa wanaishi pamoja wote kwa maisha ya kutafuta nyoka alikuwa mwerevu kuliko kanga
khare kwariwo nende inzukha nende rikhanga bari bamenya halala bosi mubulamu bwa khunyola inzukha yarithingi ingesi khushira rihanga,hapo jadi kulikuwepo na nyoka na kanga walikuwa wanaishi pamoja wote kwa maisha ya nyoka alikuwa mwerevu kuliko kuliko kanga
lano inyanga ndala inzukha yatsia musino khuria vaimo vaimo rihanga riosi riatsia hukenda ingolobe yola nibakalukha bosi,kuna siku nyoka alikwenda kwa kichaka kukula matunda kanga pia alikwenda kutembea jioni ilifika wakarejea wote
lano inyanga ndala inzukha yatsia musino khuria vaimo rihanga riosi riatsia hukenda ingolobe yola nibakalukha bosi,kuna kuna siku nyoka alikwenda kwa kichaka kukula matunda kanga pia alikwenda kutembea jioni ilifika wakarejea wote
inzuha yakatia rikhanga mbu mukhono kuthuna kosi khandi ibolela likhanga riingisie murwe kario rikhanga liosi riengisiamo riaringala mkhono kosi riamala,nyoka alimdanganya kanga kuwa mkono una maumivu na akaingiza kichwa chake kwa manyoa yake kanga pia aliingiza aliutazama mkono waote akaumaliza
inzuha yakatia rikhanga mbu mukhono kuthuna khandi ibolela likhanga riingisie murwe mumoya kario rikhanga liosi riengisiamo riaringala mkhono kosi riamala,nyoka alimdanganya kanga kuwa mkono una maumivu na akaingiza chake kwa manyoa yake kanga aliingiza aliutazama mkono waote akaumaliza
ngariamala indekhule murwe mana inzuha niikhaira humurwe kwa rikhanga rihanga lioba tsimbungu uwi uwi baye mwitse mukhonye inzuha indekhule murwe,alipomaliza akawa anataka kutoa kichwa lakini nyoka alikatalia kwa kichwa cha kanga kanga alipiga mayoe uwi uwi jameni njoo mnisaidie nyoka aniwachilie kichwa
ngariamala nirithomola murwe mana inzuha niikhaira humurwe kwa rikhanga rihanga lioba tsimbungu uwi uwi baye mwitse mukhonye inzuha indekhule murwe,alipomaliza akawa uwi kutoa kichwa lakini nyoka alikatalia kwa kichwa uwi kanga kanga alipiga mayoe cha anataka jameni njoo mnisaidie nyoka aniwachilie kichwa
inzuha yahaira khumurwe hadi yatsomola moya osikhwikosi lakini ikhabi indayi rikhanga awo thimbiro riathomola murwe nilirula thimbiro mana khurula rietha vwista bya rikhanga nende inzukha buabwa kabisa,nyoka alikatalia kwenye kichwa hadi akamtoa kanga manyoa lakini kwa bahati nzuri kanga alifaulu kujinasua na akatoka mbio na kutokea hapo urafiki wa kanga na nyoka ukaisha kabisa
inzuha yahaira khumurwe hadi yatsomola moya osikhwikosi lakini ikhabi indayi rikhanga rietha riathomola murwe nilirula thimbiro mana khurula awo vwista bya rikhanga nende inzukha buabwa kabisa,nyoka alikatalia kwenye kichwa hadi akamtoa hapo kanga manyoa lakini kwa bahati nzuri kanga alifaulu kujinasua na akatoka mbio na kutokea na urafiki wa kanga na nyoka ukaisha kabisa
ni sikira rikhanga ribula moya khurikosi nende nyangaino,hio ndio sababu ya kanga kukosa manyoa kwa shingo hadi wa leo
eso ni sikira rikhanga ribula moya khurikosi nende nyangaino,hio kwa sababu ya kanga kukosa manyoa ndio shingo hadi wa leo
mukongolo ndulanga esye,mimi hua natoka mukongoo
esye ndulanga mukongolo,mimi natoka hua mukongoo
ni baba ni mvonwe naye mama ni namcheka hurula lukhari,baba ni mvonwe naye mama ni namcheka kutoka lukhari
baba ni mvonwe naye mama ni namcheka hurula lukhari,baba ni mvonwe namcheka naye mama ni namcheka kutoka lukhari
viha vindi nindula mdala thithanga muisomero musaa rihumi nende lala hurula muisomero ninzia mdala,wakati mwingine nikitoka shuleni huwa naenda nyumbani saa kumi na moja kuelekea nyumbani
viha vindi nindula muisomero thithanga mdala musaa rihumi nende lala hurula muisomero ninzia mdala,wakati mwingine nikitoka shuleni huwa saa naenda nyumbani saa kumi na moja kuelekea nyumbani
nzulanga ninzosia vindu vichafu mama narula huagario ni mumualo mama amboreranga thie mumualo mathi kahudekha,huwa nafika nyumbani na naosha vyombo vichafu mama akitoka kibarua ni mtoni mama hua ananiambia niende mtoni maji ya kupikia
nzulanga mudala ninzosia vindu vichafu mama narula huagario ni mumualo mama amboreranga thie mumualo mathi kahudekha,nafika huwa nafika nyumbani na naosha vyombo vichafu mama akitoka kibarua mtoni mama hua ananiambia niende mtoni maji ya kupikia
ninzia mumualo mathi kahudeha nindola singangasi thimoni ya hulanga muluswairi mbu itivi,nikienda mtoni huwa naenda kuona cha kufurahisha macho tunachokiita kwa kiswahili televisheni
ninzia mumualo mathi kahudeha nzithanga nindola singangasi thimoni ya hulanga muluswairi mbu itivi,naenda mtoni huwa nikienda kuona cha kufurahisha macho tunachokiita kwa kiswahili televisheni
mama afunanga sivoko humwanda nietha anzire mumualo nahuya vivoko sa huvirenge viviri nithiruha mpaka mudala ndarekha sibuyu mumualo,mama huchuna kiboko barabarani na kuja nilikoenda mtoni nakunichapa viboko tu viwili kwa miguu na nakimbia mpaka nyumbani na kuacha mtungi mtoni
mama afunanga sivoko humwanda nietha anzire mumualo nahuya vivoko sa viviri huvirenge nithiruha mpaka mudala ndarekha sibuyu mumualo,mama huchuna kiboko barabarani miguu nyumbani kuja nilikoenda mtoni nakunichapa viboko tu viwili kwa na na nakimbia mpaka nyumbani na kuacha mtungi mtoni
mama ngaukana nasi mbukula thiruha sapato thiruha mumutaro huisinga,anapokutana nami nachukua champali na kukimbia mtoni kwenda kuoga
mama ngaukana nasi mbukula sapato thiruha mumutaro huisinga,nachukua nami anapokutana champali na kukimbia mtoni kwenda kuoga
akaluha amborere thia wisinge luangu nyenyanga othie okule omena vwamuria sapa,yeye huniambia enda ukaoge haraka nataka uende ununue omena wa chajio
mama akaluha amborere thia wisinge luangu nyenyanga othie okule omena vwamuria sapa,omena huniambia enda ukaoge haraka nataka uende ununue yeye wa chajio
ndaakaluha mdala kohuivaha nindula huisinga nindevaha mafura kohuivaha,nikisharudi nyumbani nikitoka kuoga najipaka mafuta ya kujipaka
ndaakaluha mdala nindula huisinga nindevaha mafura kohuivaha,kujipaka nyumbani nikitoka kuoga najipaka mafuta ya nikisharudi
huhuya mama amarire hufuna sivoko yenyanga hane,kumbe mama ashachuna kiboko tayari kunichapa
hane mama amarire hufuna sivoko yenyanga huhuya,kumbe ashachuna mama kiboko tayari kunichapa
ngindengira sa munyumba mama yaandira yachaka huhuya vivoko,nilipoingia chumbani mama alinishika mkono na kuanza kunichapa viboko
ngindengira sa munyumba mama yaandira mhono yachaka huhuya vivoko,nilipoingia chumbani mama kuanza mkono na alinishika kunichapa viboko
ndalila lakini aumao wenz hukonya wenz mama arehe huhuya,nililia lakini hakuna aliyekuja kumwambia mama aache kunichapa
ndalila lakini aumao wenz hukonya mama arehe huhuya,nililia lakini hakuna aliyekuja kumwambia aache mama aache kunichapa
mriango yeetha na afungula kuhu na akania mama arehe huhuya,nyanya alikuja na akafungua mlango na kumkataza mama aache kunichapa
kuhu yeetha na afungula mriango na akania mama arehe huhuya,nyanya alikuja na akafungua na kumkataza mama aache kunichapa
omena yaamberesia mapesa nzie ngule mama,mama alinipa pesa niende ninunue omena
mama yaamberesia mapesa nzie ngule omena,mama ninunue pesa niende alinipa omena
ndavukula mapesa ni nzia thimbiro makana,tnilichukua pesa na kwenda mbio za ajabu
ndavukula mapesa ni nzia thimbiro thia makana,tnilichukua pesa pesa na kwenda mbio za ajabu
huvera manyire mbu khaandi,kwa sababu najua atanichapa tena
huvera manyire mbu athohuhuya khaandi,kwa sababu atanichapa tena
ndaavukula ipepabag ya uhuru ndathia thimbiro hukula vwa hularia sapa,nilichukua karatasi ya uhuru nikaenda mbio kununua omena wa chajio
ndaavukula ipepabag ya uhuru ndathia thimbiro hukula omena vwa hularia sapa,mbio karatasi ya uhuru nikaenda nilichukua kununua omena wa chajio
bulwaye bulwaye bwa bukimwi,ugonjwa wa ukimwi
bulwaye bwa bukimwi,ugonjwa ukimwi wa
bukimwi ni bulwaye bukelana mundu akose mumbiri,ukimwi ni ugonjwa unaofamfanya mtu akose nguvu mwilini
bukimwi ni bulwaye bukelana mundu akose maani mumbiri,ukimwi ni ni ugonjwa unaofamfanya mtu akose nguvu mwilini
bulwaye buno bulerwanga nende khuekhonyera bindu nga lumwo ishindano mundu nende obwo urinabwe khukhola buduakani nende bandu bari nabwo biosi bisambasia bulwaye mundu,huu ugonjwa husambazwa kwa kutumia vifaa kama wembe shindano na mtu aliye na huu ugonjwa kufanya kufanya anasa na mtu aliyemgonjwa pia husambaza ugonjwa huo
bulwaye buno bulerwanga nende khuekhonyera bindu nga lumwo ishindano nende mundu urinabwe khukhola buduakani nende bandu bari nabwo biosi bisambasia bulwaye obwo,huu ugonjwa husambazwa kwa kutumia vifaa kama wembe shindano na mtu aliye na huu ugonjwa kufanya kufanya anasa na mtu aliyemgonjwa kufanya pia husambaza huo
mundu urinende bulwaye bwa bukimwi yekesianga thidalilikama kama thino mundu angaya riswiri liebeka khumurwe mundu thino akosa maani mumubili,mtu anaye ugua ugonjwa wa ukimwi huonyesha dalili kama hizi mtu hukonda nywele huangooka kutoka kwa kichwa mtu hukosa nguvu mwilini
mundu urinende bulwaye bwa bukimwi yekesianga thidalilikama kama thino mundu angaya riswiri liebeka khumurwe mundu akosa maani mumubili,mtu anaye ugua ugonjwa wa mtu huonyesha kama dalili hizi ukimwi hukonda nywele huangooka kutoka kwa kichwa mtu hukosa nguvu mwilini
bulwaye bwa ukimwi bunyala khukhola mundu akhae khusuda ambi nende bandu akhae khuba nende bandu nende bukheri basie,ugonjwa wa ukimwi unaweza mfanya mtu akose kukaribiana na watu akose kukuwa na amani na watu wenzake
bulwaye bwa ukimwi bunyala khukhola mundu akhae khusuda ambi nende bandu akhae khuba nende bukheri nende bandu basie,ugonjwa wa ukimwi unaweza mfanya mtu akose kukuwa na watu akose kukaribiana na amani na watu wenzake
tsingira tsiokhuekinga nende bulwae buno khurekha ni khurekha buduakani khurekha khuekhonyera bindu kama lumwo tsishindano khurekha nende bandu bari na bulwaye bwa bukimwi,njia za kujikinga dhidhi ya huu ugonjwa ni kuwacha anasa kuwacha kutumia vitu kama wembe shindano na watu waliyo na huu ugonjwa wa ukimwi
tsingira tsiokhuekinga nende bulwae buno ni khurekha buduakani khurekha khuekhonyera bindu kama lumwo tsishindano nende bandu bari na bulwaye bwa bukimwi,njia za kujikinga ya huu ugonjwa ni kuwacha anasa vitu kutumia kuwacha kama wembe shindano na watu waliyo na huu ugonjwa wa ukimwi
olumarachi nilwo inomanoma na esie mumera nangwanga moses omondi,kimarachi ndiyo lugha yangu nami kwa majina naitwa moses omondi
olumarachi nilwo inomanoma yanje na esie mumera nangwanga moses omondi,kimarachi ndiyo lugha yangu nami kwa majina naitwa nami moses omondi
ndi nende miaka ehumi na kitaru nesie mwana mkhulundu ehumi musiani munzu mwefu,nina miaka kumi na mitatu na mimi ni mvulana wa kwanza nyumbani kwetu
ndi nende miaka ehumi na kitaru nesie mwana mkhulundu musiani munzu mwefu,nina miaka kumi na mitatu na mimi ni mvulana wa kwanza nyumbani kwanza kwetu
ndulanga mulukongo emwanda lwa madoa emwanda kuteremka lukari,natoka kijiji cha madoa barabara ya kuteremka lukari
ndulanga mulukongo lwa madoa emwanda kuteremka lukari,natoka kijiji lukari madoa barabara ya kuteremka cha
somanga musomero liobukati ndi mukilasi ya saba nesie mulindi ikilasi eyo,nasomea shule ya bukati niko darasa la saba na mimi ndiye kiongozi wa darasa hilo
somanga musomero liobukati ndi mukilasi ya saba nesie mulindi we ikilasi eyo,nasomea shule ya bukati niko darasa la shule saba na mimi ndiye kiongozi wa darasa hilo
ehonyanga mwalimu muhusanya vitavo humaka ilegesta huandika mera ka vana ningovera mwalimu nende huvorera vana hueyanga ikilasi nende huva vasafi ilegesta humiviri kiabwe,huwa nawasaidia walimu kwa kukusanya vitabu kuandikisha waliofika kuandika majina ya wanaosumbua nikipelekea mwalimu na kuwaambia wanafunzi kufagia darasa pamoja na kuwa safi kimwili
ehonyanga mwalimu muhusanya vitavo humaka ilegesta huandika mera ka vana vasumbua ningovera mwalimu nende huvorera vana hueyanga ikilasi nende huva vasafi humiviri kiabwe,huwa kuandika nawasaidia walimu kwa kukusanya vitabu kuandikisha waliofika kuandika majina ya wanaosumbua nikipelekea mwalimu na kuwaambia wanafunzi darasa pamoja na kuwa safi kimwili
mwalimu wefu weikilasi alanguanga madamu mulesi peris mulesi,mwalimu wetu wa darasa yuaitwa bi peris mulesi
mwalimu wefu weikilasi alanguanga madamu peris mulesi,mwalimu wetu wa darasa yuaitwa bi mulesi
