Original,Translation
basidoni balanganga sikulu sie baamori namwe khu sikiingi sie herimoni bali sirioni ne baamori basi lwa yaboki namwe khu ngoba langanga bali seniri,wasidoni huita mlima huu mlima wa waamori au ukanda wa herimoni kama sirioni na
basidoni balanganga sikulu sie baamori namwe khu sikiingi sie herimoni bali sirioni ne namwe luluuchi lwa yaboki baamori khu ngoba langanga bali seniri,wasidoni huita mlima wa mlima wa waamori au ukanda huu herimoni kama sirioni na waamori
basidoni balanganga sikulu sie baamori namwe khu sikiingi sie herimoni bali sirioni ne baamori basi luluuchi lwa yaboki namwe khu ngoba langanga bali seniri,wasidoni huita mlima wa mlima wa waamori au ukanda huu herimoni kama sirioni waamori
khwatiila sibala sioosi sisieteleela ne ebukwe kamaloba koosi ka ne ka bashani ebukwe khucha khukhwola ebukwe khu chingoba saleka etrei,tukatwaa eneo nzima lililokaliwa na nchi ya gilaeti na ile ya washani kuelekea hadi kwenye ngome za waseka na waetrei
khwatiila sibala sioosi sisieteleela ne ebukwe kamaloba koosi ka ne ka bashani khucha khukhwola ebukwe khu chingoba cha saleka etrei,tukatwaa eneo nzima lililokaliwa na nchi ya gilaeti na ile ya washani kuelekea hadi waetrei za waseka na kwenye
khwatiila sibala sioosi sisieteleela ne kamaloba koosi etrei gileati ne ka bashani khucha sibala khukhwola ebukwe khu chingoba cha saleka ka,ya tukatwaa eneo nzima lililokaliwa na nchi washani gilaeti na ile ya ya kuelekea hadi kwenye ngome za waseka na waetrei
khwatiila sibala sioosi sisieteleela ne kamaloba koosi ka gileati ne ka bashani khucha khukhwola ebukwe khu chingoba cha saleka etrei,ya tukatwaa eneo nzima lililokaliwa na nchi washani gilaeti na ile ya ya kuelekea hadi kwenye ngome na waseka za na waetrei
khwaluungikha sibala sia sibala basha ne babaandu khwaluungikha bewe ne sibala esio,tukalenga nchi ya wabasha na watu wa nchi hiyo
khwaluungikha sibala sia basha ne babaandu khwaluungikha bewe ne sibala esio,tukalenga nchi ya nchi na watu wa wabasha hiyo
babaandu sibala sia basha ne khwaluungikha bewe ne sibala esio,tukalenga nchi wabasha na watu wa nchi hiyo
khwaluungikha sibala sia basha ne babaandu bewe ne sibala esio,tukalenga nchi wabasha na tukalenga watu wa nchi hiyo
khwabukula esio siaba sibala sioosi bunyali mu bwenywe,tulinyakua nchi hiyo yote kwa uwezo wake
khwabukula sibala siaba esio sioosi bunyali mu bwenywe,tulinyakua nchi hiyo yote kwa wake uwezo
khwabukula siaba esio sioosi mu bunyali bwenywe,tulinyakua tulinyakua nchi hiyo yote kwa uwezo wake
khwabukula sibala siaba esio sioosi mu bunyali bwenywe,tulinyakua tulinyakua nchi yote kwa uwezo wake
naelesia chikholo cha rubeni owe lukoba mwakholela sihoni omwami ne niko lwa baamori owamenyanga mu heshiboni,akapatia makabila ya rubeni na yale muliyomufanyia sihoni mtawala wa ngome ya waamori aliyeishi kule heshiboni
naelesia chikholo cha rubeni owe niko mwakholela sihoni omwami ne lukoba lwa baamori owamenyanga mu heshiboni,akapatia makabila ya rubeni na yale wa sihoni mtawala muliyomufanyia ngome ya waamori aliyeishi kule heshiboni
naelesia chikholo lwa cha rubeni ne niko mwakholela sihoni omwami owe lukoba lwa baamori owamenyanga mu heshiboni,akapatia makabila ya mtawala rubeni na yale muliyomufanyia sihoni mtawala wa ngome ya waamori aliyeishi kule heshiboni
naelesia chikholo cha rubeni ne niko mwakholela sihoni omwami owe lukoba lwa baamori owamenyanga mu heshiboni,akapatia makabila mtawala rubeni na yale muliyomufanyia sihoni mtawala wa ngome ya waamori aliyeishi kule heshiboni
che siise esio khwaambania chingoba ne sibala sisiaba che sisikale sioo choosi,wakati huotukaunganisha jamii zilizoko kwenye nchi hiyo zote ambazo zilikuwa zimebaki
che siise esio khwaambania chingoba che sibala sisiaba ne sisikale sioo choosi,wakati huotukaunganisha jamii zilizoko nchi hiyo zote ambazo zilikuwa zimebaki
siise esio khwaambania chingoba che sibala sisiaba ne sisikale sioo,wakati huotukaunganisha zilizoko kwenye nchi hiyo zote ambazo zilikuwa zimebaki
siise esio khwaambania chingoba che sibala sisiaba ne sisikale sioo choosi,wakati huotukaunganisha kwenye nchi hiyo zote ambazo zilikuwa zimebaki
mbao lukoba nilwo musibala sia kileati ne bashani sioosi khukhatiila oku tawe,hakuna mji uliopo katika nchi ya kilaeti na bshani nzima ambao mfalme oku hakutwaa
mbao lukoba nilwo musibala sia kileati ne bashani sioosi nisio khukhatiila oku tawe,hakuna mji uliopo katika nchi ambao ya kilaeti na bshani nzima ambao mfalme oku hakutwaa
mbao lukoba nilwo musibala sia kileati ne bashani oku nisio sioosi khukhatiila tawe,hakuna mji uliopo katika nchi ya kilaeti na katika bshani nzima ambao mfalme oku hakutwaa
mbao lukoba nilwo musibala sia kileati ne bashani sioosi nisio oku khukhatiila tawe,hakuna mji uliopo katika ya kilaeti na katika bshani nzima ambao mfalme oku hakutwaa
arikobu chingoba chili khulukoongo lwa alala khwatiila lwoosi choosi nechili alala kamakhumi sita,tulinyakua miji iliyoko kwenye ukanda mzima wa arikobu miji hiyo yote sitini
arikobu chingoba chili khulukoongo lwa khwatiila lwoosi choosi nechili alala kamakhumi sita,tulinyakua miji iliyoko kwenye ukanda wa mzima arikobu miji hiyo yote sitini
khwatiila chingoba chili khulukoongo lwa choosi lwoosi arikobu nechili alala kamakhumi sita,tulinyakua miji iliyoko ukanda mzima wa arikobu miji hiyo yote sitini
khwatiila chingoba chili khulukoongo lwa arikobu lwoosi choosi nechili alala kamakhumi sita,tulinyakua miji iliyoko ukanda mzima wa arikobu miji yote sitini
sibala nga bashani siaba siamanyikhana sie lukongo lwa arikobu lwosi niio omwami we sibala sie,nchi ya washani ilikuwa imejulikana kama ukanda wa arikobu ambao pia ulitawaliwa na mfalme wa warefaimu
sibala nga bashani siaba siamanyikhana sie lukongo lwa arikobu lwosi niio omwami we sibala sie barefaimu,nchi ya washani ilikuwa imejulikana kama na wa arikobu ambao pia ulitawaliwa ukanda mfalme wa warefaimu
sibala sie bashani siaba siamanyikhana nga lukongo lwa arikobu lwosi sie omwami we sibala niio barefaimu,nchi ya washani ilikuwa imejulikana kama ukanda wa arikobu ambao pia ulitawaliwa na ya mfalme wa warefaimu
sibala sie bashani siaba siamanyikhana nga lukongo lwa arikobu lwosi niio omwami we sibala sie barefaimu,nchi ya washani ilikuwa imejulikana kama ukanda wa arikobu ambao pia ulitawaliwa na ya wa mfalme wa warefaimu
chingoba chino choosi mu kholo lisiisi manase ne chabotookhelelwa chaba eya lileeyi,miji hii yote iliyomo kwenye ukoo wa manase ilizungukwa na ukuta mrefu
chingoba chino choosi mu kholo lisiisi manase chaba chabotookhelelwa ne eya lileeyi,mrefu hii yote iliyomo kwenye ukoo wa manase ilizungukwa na ukuta miji
chingoba chino choosi mu kholo chaba eya manase chaba chabotookhelelwa ne lisiisi lileeyi,wa hii yote iliyomo kwenye ukoo miji manase ilizungukwa na ukuta mrefu
chingoba chino choosi mu kholo eya manase chaba chabotookhelelwa ne lisiisi lileeyi,wa hii yote iliyomo kwenye ukoo miji manase ilizungukwa na ukuta mrefu ilizungukwa
lukoba lwoosi lwa arikobu lwaba keshuri bileeyi ne bichuuma khukhwola khu lwakha lwa ne,mji mzima wa arikobu ulikuwa na malango marefu yalikuwa na vyuma vilivyoelekea mpakani
lukoba lwoosi lwa arikobu lwaba ne bileeyi ne bichuuma khukhwola khu lwakha lwa keshuri,mji mzima wa arikobu ulikuwa na malango marefu yalikuwa na vilivyoelekea vyuma vilivyoelekea mpakani
ne lwoosi lwa arikobu lwaba ne bilibwa bileeyi lukoba bichuuma khukhwola khu lwakha lwa keshuri,mji mzima wa ulikuwa na malango marefu yalikuwa na vyuma vilivyoelekea mpakani
lukoba lwoosi lwa arikobu lwaba ne bilibwa bileeyi ne bichuuma khukhwola khu lwakha lwa keshuri,mji mzima wa ulikuwa na malango yalikuwa na vyuma vilivyoelekea mpakani
bifunga lundi bichuma biabao bilibwa,tena kulikuwa na vyuma vilivyotumika kufunga malango
lundi bifunga bichuma biabao bilibwa,tena kulikuwa na vyuma vilivyotumika malango
lundi biabao bifunga bilibwa,kulikuwa na vyuma vilivyotumika kufunga malango
lundi biabao bichuma bifunga bilibwa,kulikuwa na vyuma vilivyotumika kufunga
maaka atiuukha birekere ebio ali hafotiyairi mala kamasiisi birekere sebiaba ne kamasiisi tawe,maaka alivitaja vijiji hivyo kama hafotiyairi ingawa havikuwa na kuta
maaka atiuukha birekere ebio ali hafotiyairi mala kamasiisi sebiaba ne kamasiisi tawe,maaka alivitaja vijiji hivyo na hafotiyairi ingawa havikuwa kama kuta
ali maaka atiuukha birekere ebio ali hafotiyairi mala sebiaba ne kamasiisi tawe,maaka alivitaja vijiji hivyo kama hafotiyairi ingawa havikuwa na kuta kama
maaka atiuukha birekere ebio ali hafotiyairi mala sebiaba ne kamasiisi tawe,maaka alivitaja vijiji hivyo na hafotiyairi ingawa havikuwa kama kuta kama
khwababunia elala boosi ne khukhwola busa bibiakholekhana luno,tuliwaangamiza kabisa wote na vyote vilivyofanyika vinajulikana hadi leo
khwababunia elala boosi ne khukhwola bisimanyikhana busa bibiakholekhana luno,kabisa wote na vyote vilivyofanyika vinajulikana hadi leo
khwababunia boosi elala ne bibiakholekhana bisimanyikhana busa khukhwola luno,na kabisa wote tuliwaangamiza vyote vilivyofanyika vinajulikana hadi leo
khwababunia elala boosi ne bibiakholekhana bisimanyikhana busa khukhwola luno,na kabisa wote tuliwaangamiza vyote vilivyofanyika vinajulikana hadi vilivyofanyika leo
khwonakaka buli lukoba khulukongo lwa aroeri siimbi ne arinoni lia arinoni,tuliaharibu kila mji katika eneo la aroeri karibu na bonde la arinoni
khwonakaka buli lukoba khulukongo lwa aroeri siimbi ne lia arinoni,tuliaharibu kila mji katika eneo la aroeri na bonde la arinoni
khwonakaka buli lukoba khulukongo lwa aroeri siimbi ne litooma lia lukoba arinoni,tuliaharibu kila mji katika eneo la aroeri karibu na la arinoni
khwonakaka buli lukoba khulukongo lwa aroeri siimbi ne litooma lia arinoni,tuliaharibu kila la mji katika eneo la aroeri karibu na la arinoni
khwabunia baseecha bakhasi ne babaana kholo khukhwama eya kholo mu manase,tuliwaangamiza wanaume wanawake na watoto
khwabunia baseecha bakhasi ne babaana kholo khukhwama mu kholo eya manase,tuliwaangamiza wanaume wanawake watoto
khwabunia babaana baseecha bakhasi ne babaana khukhwama mu kholo eya manase,tuliwaangamiza na wanawake wanaume watoto
khwabunia baseecha bakhasi ne babaana khukhwama mu kholo eya manase,wanawake na tuliwaangamiza wanaume watoto
ne khwabukula chikhaafu cha wagileati ne kakhali kie mungoba,ingawa tulichukua ngombe wa wagileti na mali kutoka miji
ne kimiaandu khwabukula chikhaafu cha wagileati ne kakhali kie mungoba,ingawa tulichukua ngombe wagileti na mali kutoka miji
ne kakhali chikhaafu cha wagileati ne kimiaandu kie mungoba,ingawa tulichukua ngombe wa wagileti mali kutoka miji
ne kakhali khwabukula chikhaafu cha wagileati ne kimiaandu kie mungoba,ingawa tulichukua tulichukua ngombe wa wagileti mali kutoka miji
nono siise esio khwanuula luluuchi abo siili akari we litooma khukhwola engelekha we baamori lwa yoritani,wakati huo tuliwanyangnya waamori hao ardhi iliyopo katikati mwa bonde lilo ngambo ya mto yordani
nono siise esio khwanuula baamori abo siili akari we litooma khukhwola engelekha we luluuchi lwa yoritani,wakati huo tuliwanyangnya waamori hao ardhi iliyopo katikati mwa bonde lilo ngambo ya yordani
nono siise esio khwanuula baamori abo sibala siili akari we litooma khukhwola engelekha we luluuchi lwa yoritani,wakati huo tuliwanyangnya waamori hao ardhi iliyopo katikati mwa hao bonde lilo ngambo ya mto yordani
nono siise esio khwanuula baamori abo sibala siili akari we litooma khukhwola engelekha we luluuchi lwa yoritani,wakati huo tuliwanyangnya waamori hao ardhi iliyopo katikati mwa hao ngambo lilo bonde ya mto yordani
lulwakha lwe baamoni sie bikulu bia lebanoni lubeka lwe mumbo,mpaka wa waamoni ulikaribia milima ya lebanoni upande wa magharibi
lulwakha lwe baamoni lwaba sie bikulu bia lebanoni lubeka lwe mumbo,mpaka wa waamoni ulikaribia milima ya mpaka lebanoni upande wa magharibi
lulwakha lwe lwaba simbi sie bikulu bia lebanoni lubeka lwe mumbo,mpaka wa mpaka waamoni ulikaribia milima ya lebanoni upande wa magharibi
lulwakha lwe baamoni lwaba simbi sie bikulu bia lebanoni lubeka lwe mumbo,mpaka wa mpaka waamoni ulikaribia ya lebanoni upande wa magharibi
lwe lwola khu luuchi lwa yoritani ne khukhwola khu nyanja eya kalilaya lubeka lulwakha ebukwe,mpaka ulifikia mto yordani unapoelekeakwenye bahari ya galilaya upande wa mashariki
lwe lwola khu luuchi lwa yoritani ne lucha khukhwola khu nyanja eya kalilaya lubeka lulwakha ebukwe,mpaka ulifikia ulifikia mto yordani unapoelekeakwenye bahari ya galilaya upande wa mashariki
lulwakha lwola khu luuchi lwa yoritani ne lucha khukhwola khu nyanja kalilaya lubeka lwe ebukwe,mpaka mashariki ulifikia mto yordani unapoelekeakwenye bahari ya galilaya upande wa mashariki
lulwakha lwola khu luuchi lwa yoritani ne lucha khukhwola khu nyanja eya kalilaya lubeka lwe ebukwe,mpaka mashariki ulifikia mto yordani unapoelekeakwenye bahari mpaka ya galilaya upande wa mashariki
mala kamboolela aliwanyalile orio tawe okhakholarakho khu orio kano lundi ne,halafu akaniambia kwamba imetosha usirudie tena yale ambayo amefanya
mala kamboolela aliwanyalile orio ne okhakholarakho khu orio kano lundi tawe,halafu akaniambia kwamba imetosha usirudie tena yale ambayo
mala kamboolela aliwanyalile orio khu okhakholarakho ne kano lundi tawe,halafu usirudie akaniambia kwamba imetosha usirudie tena yale ambayo amefanya
mala kamboolela aliwanyalile orio ne okhakholarakho khu kano lundi tawe,halafu usirudie akaniambia kwamba yale usirudie tena imetosha ambayo amefanya
kambambila wele omunyali we bibindu bioosi we lirima sikila enywe,mungu awezaye yote akanikasikia kwa sababu yenu
we wele omunyali we bibindu bioosi kambambila lirima sikila enywe,mungu awezaye yote akanikasikia sababu kwa sababu yenu
wele omunyali we bibindu bioosi kambambila sikila enywe,mungu awezaye yote akanikasikia kwa sababu
wele omunyali we bibindu bioosi kambambila lirima sikila enywe,mungu awezaye akanikasikia kwa sababu
wikha khukhwola khu nyanja ya khwe yaani enyanja eya chumbe khundulo araba sia pisika,unateremka hadi bahari ya araba yaani bahari ya chumvi kando ya mlima wa pisikia
wikha khukhwola khu nyanja ya araba yaani enyanja eya chumbe khundulo khwe sia pisika,unateremka hadi bahari ya araba yaani bahari ya chumvi kando ya mlima wa yaani pisikia
wikha khukhwola khu nyanja ya araba yaani wikha enyanja eya chumbe khundulo khwe sikulu sia pisika,unateremka hadi bahari ya araba yaani bahari chumvi kando ya mlima wa pisikia
wikha khukhwola khu nyanja ya araba yaani enyanja eya chumbe khundulo khwe sikulu sia pisika,wa hadi bahari ya araba yaani bahari chumvi kando ya mlima unateremka pisikia
noli khumiikha kia pisika ne wolilekho ebunafubo walola ebunaswa onyala emumbo nende ebukwe ne,ukiwa kwenye miinuko ua pisikia unaweza kutazama maeneo ya yaliyoko kasikazini kusini magharibi na mashariki
noli khumiikha kia pisika ne wolilekho ebunafubo walola ebunaswa onyala emumbo nende ebukwe,ukiwa kwenye ya ua pisikia unaweza kutazama maeneo miinuko yaliyoko kasikazini kusini magharibi na mashariki
noli khumiikha kia nende ne wolilekho onyala walola ebunaswa ebunafubo emumbo pisika ebukwe,ukiwa kwenye na ua pisikia unaweza kutazama maeneo ya yaliyoko kasikazini kusini magharibi miinuko mashariki
noli khumiikha kia pisika ne wolilekho onyala walola ebunaswa ebunafubo emumbo nende ebukwe,ukiwa kwenye na ua pisikia unaweza kutazama magharibi ya yaliyoko kasikazini kusini maeneo miinuko mashariki
loleelesia bulayi obona obona ne olambukha luluuchi lwa yoritani,kuwa mwangalifu kwa kile utachoona utakapovuka mto yorudani
loleelesia bulayi nisio obona obona ne olambukha luluuchi lwa yoritani,kuwa utakapovuka kwa kile utachoona mwangalifu mto yorudani
loleelesia nisio obona ne olambukha luluuchi lwa yoritani,kuwa mwangalifu kile utachoona utakapovuka mto yorudani
loleelesia bulayi nisio obona ne olambukha luluuchi lwa yoritani,kuwa mwangalifu kile utakapovuka mto yorudani
wele wenywe amuelesie naeelesia sibala sino ne enywe yoshua kamalaka mala mu menyemo,mungu wenu amewapa nchi hii lakini nimemkabidhi yoshua sheria na ni sharti muyatii
wele wenywe amuelesie enywe sibala sino ne naeelesia yoshua kamalaka mala mu menyemo,mungu wenu amewapa hii lakini nimemkabidhi yoshua sheria na ni sharti muyatii
wele wenywe amuelesie enywe sibala sino ne kakhali kakhali naeelesia yoshua kamalaka mala mu menyemo,mungu wenu amewapa nchi hii lakini nimemkabidhi yoshua na ni sharti muyatii
wele wenywe amuelesie enywe sibala sino ne kakhali naeelesia yoshua kamalaka mala mu menyemo,mungu wenu amewapa nchi hii nimemkabidhi yoshua na ni sharti muyatii
omutinyilisie omutinyilisie mundu omuremo kumwoyo lundi buli,kila mtu umtie moyo na umuhimize
omutinyilisie mundu omuremo kumwoyo lundi buli,umuhimize mtu umtie moyo na kila
omuremo mundu buli kumwoyo lundi omutinyilisie,kila mtu mtu umtie moyo na umuhimize
buli mundu omuremo kumwoyo lundi omutinyilisie,umtie kila mtu mtu umtie moyo na umuhimize
bali ne ke liie boosi barangire ebweeni baisiraeli,wale ambao wana nguvu za kushiriki kwenye vita watangulie mbele ya wasiraeli
bali ne kamaani ke liie boosi barangire ebweeni baisiraeli,wale ambao wana nguvu za kushiriki kwenye vita watangulie mbele nguvu ya wasiraeli
we bali ne kamaani ke liie boosi barangire ebweeni we baisiraeli,wale ambao wana nguvu za kushiriki kwenye vita watangulie mbele ya
bali ne kamaani ke liie boosi barangire ebweeni we baisiraeli,mbele ambao wana nguvu za kushiriki kwenye vita watangulie wale ya
nenya baisiraeli banyoole olabona niko ako kamaloba,ninaamuru waisireali wapate ardhi ambayo utaona
nenya baisiraeli banyoole olabona niko kamaloba ako,ninaamuru waisireali wapate ambayo ardhi utaona
nenya baisiraeli banyoole niko olabona ako,ninaamuru waisireali ardhi ambayo utaona
nenya baisiraeli banyoole kamaloba niko olabona ako,ninaamuru waisireali ambayo utaona
efwe khulasikala khulasikala mwitooma lilialoleela lukoba lwa betipeori bongene ne chikhaafu bakhasi benywe bongene ne babaana,sisi tutabaki humu bondeni tukichunga mjiwa betipeori na ngombe wanawake na watoto
efwe khulasikala mwitooma lilialoleela lukoba lwa betipeori bongene ne chikhaafu bakhasi benywe bongene ne babaana,sisi tutabaki tukichunga bondeni humu mjiwa betipeori na ngombe wanawake na watoto
efwe khulasikala betipeori lilialoleela lukoba lwa mwitooma ne chikhaafu bakhasi benywe bongene ne babaana,sisi tutabaki humu bondeni tukichunga mjiwa betipeori na ngombe wanawake watoto na
efwe khulasikala mwitooma lilialoleela lukoba lwa betipeori ne chikhaafu bakhasi benywe bongene ne babaana,sisi humu tutabaki bondeni tukichunga mjiwa betipeori na ngombe wanawake watoto na
chikhaafu ndi manyile ne muli,ninajua kwamba mumefuga ngombe
chikhaafu ndi muli ne manyile,ninajua kwamba mumefuga mumefuga ngombe
muli ndi manyile ne chikhaafu,ninajua kwamba ninajua mumefuga ngombe
manyile ndi muli ne chikhaafu,kwamba ninajua mumefuga ngombe
uyono balasikala olemeelela babaandu enyuma bano niye enyuma mungoba nicho muelesie enywe,huyu ndiye atakayesimamia watu hawa ambao watabaki nyuma kwenye miji niliyowapa
uyono balasikala olemeelela babaandu bano niye enyuma mungoba nicho muelesie enywe,huyu atakayesimamia watu hawa ambao watabaki nyuma kwenye miji niliyowapa
uyono niye olemeelela bano babaandu balasikala enyuma mungoba nicho muelesie enywe,huyu ndiye atakayesimamia watu hawa ambao watabaki nyuma kwenye miji
uyono niye olemeelela babaandu bano balasikala enyuma mungoba nicho muelesie enywe,huyu ndiye atakayesimamia watu hawa ambao watabaki kwenye miji
barie musa aboolela baisiraeli barie musa wele,musa aliwaambia waisiraeli kumtii mungu
barie musa aboolela baisiraeli barie wele,waisiraeli aliwaambia musa kumtii mungu
musa baisiraeli aboolela barie wele,musa aliwaambia waisiraeli mungu kumtii mungu
musa aboolela baisiraeli barie wele,musa aliwaambia waisiraeli mungu kumtii
baisiraeli ria koosi niko wele omunyali amwekisia mwesi niko,waisiraelitii sheria ambazo mulipewa na mwenyezi mungu
baisiraeli ria koosi niko wele omunyali amwekisia mwesi,sheria ambazo mulipewa na mwenyezi mungu
baisiraeli ria kamalaka koosi niko wele amwekisia mwesi,waisiraelitii sheria mungu mulipewa na mwenyezi ambazo
baisiraeli ria kamalaka koosi niko wele omunyali amwekisia mwesi,waisiraelitii mungu mulipewa na mwenyezi ambazo
wenywe abaelesia kamaloba engelekha wa yoritani wa,mungu wenyu atawapa ardhi ngambo ya mto yorudani
wenywe abaelesia kamaloba engelekha wa yoritani,ya wenyu atawapa ardhi ngambo mungu mto yorudani
wele wenywe abaelesia kamaloba engelekha wa yoritani yoritani,ya wenyu atawapa ardhi ngambo mungu mto yorudani
wele wenywe abaelesia kamaloba engelekha wa yoritani,ya ngambo atawapa ardhi wenyu mungu mto yorudani
enyuma sibala mulayindila mala mwingile buli mulala mu maloba enyuma kewe mu wako nisio wele omunyali owa bioo niko anamuelesia,fauka ya hayo mutabarikiwa kisha kila mmoja mmoja ataingia kwenye ardhi yake katika nchi mutakayopewa na munga mwenyezi
enyuma sibala mulayindila mala mwingile buli mulala mu maloba kewe mu wako nisio wele omunyali owa bioo niko anamuelesia,fauka ya hayo mutabarikiwa kisha kila mmoja mmoja ataingia kwenye munga ardhi yake katika nchi mutakayopewa na munga mwenyezi
maloba wako mulayindila mala mwingile buli mulala mu enyuma kewe mu sibala nisio wele omunyali owa bioo niko anamuelesia,fauka ya hayo kisha mutabarikiwa kila mmoja mmoja ataingia kwenye ardhi yake katika nchi mutakayopewa na munga mwenyezi
enyuma wako mulayindila mala mwingile buli mulala mu maloba kewe mu sibala nisio wele omunyali owa bioo niko anamuelesia,fauka ya hayo kisha mutabarikiwa kila nchi mmoja mmoja ataingia kwenye ardhi yake katika nchi mutakayopewa na munga mwenyezi
wele owe bakuuka benywe amuelesie sia kanaani sibala kanaani,mungu wa mababuu zetu amewapa nchi ya kanaani
wele owe bakuuka benywe amuelesie sia sibala kanaani,mungu wa mababuu zetu mungu amewapa nchi ya kanaani
wele owe bakuuka benywe amuelesie sibala sia benywe kanaani,mungu wa mababuu zetu amewapa nchi ya wa kanaani
wele owe bakuuka benywe amuelesie sibala sia kanaani,mungu kanaani mababuu zetu amewapa nchi ya wa wa
mukhatasakho liosi liosi khu koosi amulakile wele owa omunyali biosi niko,msiongeze jambo lolote kwa yale ambayo mungu awezye yote amewaahidi
mukhatasakho liosi liosi khu koosi amulakile wele omunyali owa biosi niko,msiongeze jambo lolote kwa yale ambayo awezye mungu yote amewaahidi
mukhatasakho liosi khu koosi niko wele omunyali owa biosi amulakile,msiongeze jambo amewaahidi kwa yale ambayo mungu awezye yote lolote
mukhatasakho liosi liosi khu koosi niko wele omunyali owa biosi amulakile,msiongeze jambo amewaahidi kwa yale ambayo yote awezye mungu lolote
ria abo ka oku sihoni ne kamalaka,tii amri za hawa akina sihoni na oku
ria oku ka abo sihoni ne kamalaka,za tii amri za hawa akina sihoni na oku
oku kamalaka ka abo sihoni ne ria,tii amri za hawa sihoni na oku
ria kamalaka ka abo sihoni ne oku,amri za hawa sihoni na oku
wele busa akhakhole ario bwami nibwo muelesie enywe,mungu atatimiza ipasavyo kwa ufalme ambao nimawapa
wele akhakhole busa ario bwami nibwo muelesie enywe,atatimiza ipasavyo kwa ufalme ambao nimawapa
wele akhakhole ario busa khu bwami nibwo muelesie enywe,atatimiza ipasavyo kwa ufalme ambao nimawapa
wele akhakhole busa ario khu bwami nibwo muelesie enywe,atatimiza ambao kwa ufalme ipasavyo nimawapa
okhabaria basiku tawe sikila wele wele alamupanila,usiwaogope maadui kwa vile mungu mwenyezi atawapigania
okhabaria basiku tawe sikila wele omunyali wele alamupanila,mwenyezi maadui kwa vile mungu usiwaogope atawapigania
okhabaria basiku tawe sikila wele wele wenywe alamupanila,usiwaogope maadui mwenyezi vile mungu kwa atawapigania
okhabaria basiku tawe sikila wele omunyali wele wenywe alamupanila,maadui mwenyezi vile mungu kwa atawapigania
wele enywe mumwasuubila wele omunyali afukiililwe,nyinyi munaoamini mungu myenyezi
enywe mumwasuubila wele omunyali afukiililwe,mungu munaoamini nyinyi myenyezi
omunyali mumwasuubila wele enywe musa afukiililwe,nyinyi myenyezi munaoamini mungu myenyezi
enywe mumwasuubila wele omunyali musa afukiililwe,nyinyi munaoamini myenyezi mungu myenyezi
wele wenywe wenywe asibalindile khukhwola endaalo asibalindile yino,mungu wenu anawalinda kufikia siku hii
wele wenywe asibalindile khukhwola endaalo asibalindile yino,mungu wenu anawalinda siku hii
wele asibalindile wenywe khukhwola endaalo yino,mungu wenu kufikia siku hii
wele wenywe asibalindile khukhwola endaalo yino,siku wenu kufikia mungu hii
lola ese namwekisia kamalaka mwi kabalinda menya lienywe,tazama mimi nimewaonyesha sheria zinazowalinda katika maisha yenu
lola ese namwekisia enywe kamalaka mwi kabalinda menya lienywe,katika mimi nimewaonyesha sheria zinazowalinda tazama maisha yenu
lola ese namwekisia enywe kamalaka kabalinda lienywe menya mwi,zinazowalinda mimi nimewaonyesha sheria tazama katika maisha yenu
lola ese namwekisia enywe kamalaka kabalinda mwi menya lienywe,zinazowalinda mimi nimewaonyesha sheria katika maisha yenu
lisanduku lino omufu namwe sitanda,sanduku hili ndilo maiti itazikiwa ndani au kitanda
lisanduku lino nilio omufu namwe sitanda,sanduku hili ndilo maiti itazikiwa ndani kitanda
lisanduku lisanduku lino nilio basiikhilamo omufu namwe sitanda,maiti hili ndilo sanduku itazikiwa ndani au kitanda
lisanduku lino nilio basiikhilamo omufu namwe sitanda,maiti hili sanduku itazikiwa ndani au kitanda
sino sichuuma namwe libaale libaale sichuuma,hiki ni kichuma au jiwe
sino sichuuma namwe libaale libaale,hiki au kichuma ni jiwe
sino sichuuma libaale,hiki ni au jiwe
sino sichuuma namwe libaale,jiwe hiki ni au jiwe
liikhebulila,kumbukumbu
liikhebulila,kumbukumbu kumbukumbu
liikhebulila,kumbukumbu
liikhebulila,kumbukumbu kumbukumbu
se eliio ekholo ekiindi yakhaba ne eli ye kamaani rira mu mulilo khu sikulu tawe sinai eli ne wele ooli mwabonakho efwaani yosi yosi tawe,hakuna ukoo nyingine hata kama una nguvu nyingi huwasha moto kwa mlima wa sinaiulio na mungu hamkuwahi ona sanamu yoyote
se eliio ekholo ekiindi yakhaba ne eli ye kamaani rira mu mulilo khu sikulu sinai eli ne wele ooli mwabonakho efwaani yosi yosi tawe,hakuna ukoo nguvu hata kama una nyingi huwasha moto kwa mlima wa sinaiulio na mungu hamkuwahi ona sanamu yoyote
se eliio efwaani ekholo ekiindi yakhaba ne eli ye kamaani kamakali rira mu mulilo mwabonakho sikulu sia sinai eli ne wele ooli khu efwaani yosi yosi tawe,hakuna ukoo nyingine hata kama una nguvu nyingi huwasha moto kwa mlima wa moto na mungu hamkuwahi ona sanamu yoyote
se eliio ekholo ekiindi yakhaba ne eli ye kamaani kamakali rira mu mulilo khu sikulu sia sinai eli ne wele ooli mwabonakho efwaani yosi yosi tawe,hakuna ukoo nyingine hata kama yoyote una nguvu nyingi huwasha moto kwa mlima wa na mungu hamkuwahi ona sanamu yoyote
siimbi ba nayo nga omunyali wele omunyali owa bioosi khwako ne barekerefu,karibu na iyo kama mungu mweza wa vyote kwa hayo wasikivu
