Original,Translation
rihudu riavorera haduyu ati nyenya thimbiro hurera thisolo thiosi ati ovorere ati yumao isolo yakhahushira huthia,kobe akamwambia sungura kuwa anataka kwenda kuleta anayekushinda wote kwa sababu umesema hakuna mnyama wanyama mbio
rihudu riavorera haduyu ati nyenya huthia hurera thisolo thiosi ati ovorere yumao isolo yakhahushira thimbiro,kobe akamwambia sungura kuwa anataka kwenda kuleta wanyama wote kwa sababu umesema hakuna mnyama mbio
rihudu riavorera haduyu ati nyenya huthia hurera thisolo thiosi ati ovorere ati yumao isolo yakhahushira thimbiro,kobe akamwambia sungura kuwa anataka kwenda kuleta wanyama wote kwa sababu sababu umesema hakuna mnyama mbio
rihudu rihudu endio riaborera thisolo thiosi riathia,kobe alienda akaambia wanyama wote hivyo
rihudu endio riaborera thisolo thiosi riathia,akaambia alienda kobe wanyama wote hivyo
rihudu endio riathia riaborera thisolo thiosi endio,kobe alienda akaambia wote wanyama hivyo
rihudu riathia riaborera thisolo thiosi endio,kobe wote akaambia alienda wanyama hivyo
mukutano thisolo thialanga kwe thisolo thiosi,paliitwa mkutano wa wanyama wote
mukutano thisolo thialanga mukutano kwe thisolo thiosi,paliitwa mkutano paliitwa wa wanyama wote
thisolo thisolo thialanga mukutano kwe thisolo thiosi,paliitwa mkutano wanyama wa wote
thisolo thialanga mukutano kwe thisolo thiosi,paliitwa mkutano wanyama wote
inzofu yavoola mbu isolo yosiyosi niihushira ni isolo siavola ati ni endio sa isolo huhuhuyasiduyu yosiyosi niihushira thimbiro sa ni mukhuya,ndovu akamwambia sungura kuwa iwapo utashindwa na mnyama yeyote tutakuchapa naye sungura akakubali kuwa iwapo atashindwa na mnyama yeyote achapwe
inzofu yavoola mbu isolo yosiyosi niihushira ni huhuhuyasiduyu siavola ati ni endio sa isolo isolo yosiyosi niihushira thimbiro ni mukhuya,achapwe akamwambia sungura kuwa iwapo utashindwa na mnyama yeyote tutakuchapa sungura akakubali kuwa iwapo atashindwa na mnyama yeyote ndovu
inzofu yavoola mbu isolo niihushira ni huhuhuyasiduyu siavola ati ni endio sa isolo yosiyosi niihushira thimbiro ni mukhuya,ndovu akamwambia naye sungura kuwa iwapo utashindwa na mnyama yeyote tutakuchapa naye sungura akakubali kuwa iwapo atashindwa na mnyama yeyote achapwe tutakuchapa
inzofu yavoola mbu isolo yosiyosi niihushira ni huhuhuyasiduyu siavola ati ni endio sa isolo yosiyosi niihushira thimbiro ni mukhuya,akamwambia ndovu naye sungura sungura kuwa iwapo utashindwa na mnyama yeyote tutakuchapa naye sungura akakubali kuwa iwapo atashindwa na mnyama yeyote achapwe tutakuchapa
ati lano thimbiro yavola ati inzofu thienya huchaka,hivyo ndovu akasema kuwa mbio zinataka kuanza
ati lano inzofu yavola ati thimbiro thienya huchaka,hivyo ndovu akasema kuwa mbio zinataka kuanza zinataka
lano inzofu yavola ati thienya huchaka,hivyo ndovu kuwa mbio zinataka kuanza
lano inzofu yavola ati thimbiro thienya huchaka,ndovu hivyo kuwa mbio zinataka kuanza
thisolo thiosi inzofu thiepanga inzofu yavola thimbiro,wanyama wote walijipanga naye ndovu akasema mbio zianze
thisolo thiosi thiepanga inzofu yavola thimbiro,wanyama wote mbio walijipanga naye ndovu akasema mbio zianze
thisolo thiosi thiepanga inzofu thimbiro yavola thimbiro thichake,wanyama wote walijipanga naye ndovu akasema mbio
thisolo thiosi thiepanga inzofu yavola thimbiro thichake,wanyama wote mbio naye ndovu akasema walijipanga
haduyu ingira nga hari hajanja havira nakho indi indi hane ingira eyo ni inyimbikiti sana,naye sungura alivyokuwa mjanja alipita njia iliyokuwa fupi
haduyu nakho nga hari hajanja havira ingira indi indi hane ingira eyo ni inyimbikiti sana,naye alivyokuwa mjanja alipita njia iliyokuwa fupi
haduyu nakho nga hari hajanja havira ingira nga indi hane ingira eyo ni inyimbikiti sana,naye sungura alivyokuwa mjanja njia iliyokuwa fupi
haduyu nakho nga hari hajanja havira ingira indi hane ingira eyo ni inyimbikiti sana,naye mjanja alivyokuwa sungura njia iliyokuwa fupi
lwakwanza haduyu hashira huvera havira thisolo ili vakutane imberi ya inyimbikiti thindi,mara ya kwanza sungura alishinda kwa sababu alipitia njia fupi ili wakutane mbele ya wanyama wengine
lwakwanza haduyu hashira huvera havira inyimbikiti ili vakutane imberi ya thisolo thindi,mara ya kwanza kwa alishinda sungura sababu alipitia njia fupi ili wakutane mbele ya wanyama wengine
lwakwanza haduyu hashira huvera havira ingira inyimbikiti vakutane imberi ya thisolo thindi,mara ya kwanza ili alishinda kwa sababu alipitia njia fupi sungura wakutane mbele ya wanyama wengine
lwakwanza haduyu hashira huvera havira ingira inyimbikiti ili vakutane imberi ya thisolo thindi,mara ya kwanza ili alishinda sungura sababu alipitia njia fupi kwa wakutane mbele ya wanyama wengine
siamina da mbu sishirire siduyu,ndovu hakuamini kuwa sungura ameshinda
inzofu siamina da mbu sishirire siduyu,ndovu hakuamini kuwa sungura ameshinda ameshinda
inzofu siamina da mbu sishirire,ndovu kuwa sungura ameshinda
inzofu siamina da mbu siduyu sishirire,ndovu kuwa ameshinda
inzofu yavola hwenya siduyu siajama haandi thimbiro,ndovu alisema tunataka kurudia naye sungura akakubali na wakaanza mbio
inzofu yavola hwenya siduyu siajama haandi vachaka thimbiro,ndovu alisema tunataka kurudia naye sungura akakubali na mbio
inzofu yavola yavola hwenya hulondamo siduyu siajama haandi vachaka thimbiro,ndovu mbio tunataka kurudia naye sungura akakubali na wakaanza alisema
inzofu yavola hwenya hulondamo siduyu siajama haandi vachaka thimbiro,ndovu akakubali mbio tunataka kurudia naye sungura akakubali na wakaanza alisema
inyimbikiti haduyu haruria ingira haandi handi havira imberi ya thisolo thiasie,sungura mara tena akapitia njia ileile fupi na akawa mbele ya wanyama wote
haandi haduyu haruria ingira inyimbikiti handi havira imberi ya thisolo thiasie,sungura mara tena akapitia njia ileile fupi na akawa mbele ya mara wanyama wote
thiasie haduyu havira ingira inyimbikiti handi haruria imberi ya thisolo haandi,sungura mara tena akapitia njia ileile na fupi akawa mbele ya wanyama wote
haandi haduyu havira ingira inyimbikiti handi haruria imberi ya thisolo thiasie,sungura mara ileile akapitia njia tena na fupi akawa mbele ya wanyama wote
siduyu sisiri mbu mani nividonga mbu sishirire,sungura bado alishinda na ikabaki kuwa yeye ni mshindi
siduyu sisiri siashira mbu mani nividonga mbu sishirire,sungura bado alishinda na ikabaki kuwa yeye ni ikabaki mshindi
siduyu sisiri mani nividonga mbu sishirire,alishinda bado sungura na ikabaki kuwa yeye ni mshindi
siduyu sisiri siashira mani nividonga mbu sishirire,alishinda bado sungura na ikabaki kuwa yeye mshindi ni
sia sikuli,shule ya msingi ya sikura
sikuli sia,shule sikura ya msingi ya sikura
sikuli sikura sia,sikura shule ya msingi ya sikura
sikuli sia sikura,sikura shule ya ya msingi sikura
ikaunti ikaunti,kaunti busia
ikaunti,kaunti
busia ikaunti,kaunti busia busia
ikaunti busia,busia busia
tingolo tingolo tingolo,ene
tingolo tingolo,ene
tingolo,ene
tingolo,ene
ingombe,ngombe
ingombe,ngombe ngombe
ingombe,ngombe
ingombe,ngombe
singombe isolo indai indai muno khu mundu,ngombe ni mnyama muhimu kwa binadamu
singombe isolo indai muno khu mundu,ngombe ni mnyama muhimu kwa
singombe ni isolo muno khu mundu,mnyama ni ngombe muhimu kwa binadamu
singombe ni isolo indai muno khu mundu,mnyama ni ni ngombe muhimu kwa binadamu
mundu olwa hukhalabanila ingombe olwa aria nende yajama yajama akona abundu andafu,binadamu anapenda kushugulikia ngombe jinsi anavyo kula na anavyolala mahali pasafi ngombe wetu hupenda kunywa maji safi
mundu olwa hukhalabanila ingombe olwa aria nende yajama akona abundu andafu,binadamu anapenda kushugulikia ngombe jinsi anavyo kula na maji mahali pasafi ngombe wetu hupenda kunywa anavyolala safi
mundu yajama hukhalabanila olwa aria nende olwa akona abundu andafu,binadamu anapenda kushugulikia ngombe jinsi anavyo kula na anavyolala mahali pasafi ngombe wetu hupenda kunywa safi
mundu yajama hukhalabanila ingombe olwa aria nende olwa akona abundu andafu,binadamu anapenda kushugulikia ngombe jinsi anavyo kula na anavyolala mahali safi ngombe wetu hupenda kunywa pasafi
ingombe yefwe khunywa yajama malafu,ngombe wetu hupenda kunywa maji safi
ingombe yefwe amathi khunywa yajama malafu,ngombe wetu hupenda kunywa maji maji safi
yajama yefwe ingombe khunywa amathi malafu,ngombe wetu hupenda kunywa safi
ingombe yefwe yajama khunywa amathi malafu,ngombe wetu hupenda safi
ingombe amabere khulia ebindu nga obunyasi nende emilabi kho okhurusia yajama amanji,ngombe hupenda kula vitu kama vile nyasi na mbegu ya viazi vitamu ili akaweze kutoa maziwa mengi
ingombe yajama khulia ebindu nga obunyasi nende emilabi kho okhurusia amabere amanji,ngombe hupenda kula vitu kama ili vile nyasi na mbegu ya viazi vitamu ili akaweze kutoa maziwa mengi
ingombe khulia ebindu nga obunyasi nende emilabi kho anyale okhurusia amabere amanji,ngombe hupenda kula vitu kama vile nyasi na mbegu ya viazi vitamu ili mbegu akaweze kutoa maziwa mengi
ingombe yajama khulia ebindu nga obunyasi nende emilabi kho anyale okhurusia amabere amanji,ngombe hupenda kula vitu kama nyasi na mbegu ya viazi vitamu ili mbegu akaweze kutoa maziwa mengi
mabere kamrelelanga mundu amangondo khandi kakhonyanga omwana omutiti khubera yenyekhana anywe mabere kho abe omutiti nende omubili khubera omulayi,maziwa humletea binadamu pesa na pia humsaidia mtoto ambaye ni mdogo kwa maana anhitaji kunywa maziwa ili awe na afya bora
mabere kamrelelanga mundu amangondo khandi kakhonyanga omwana omutiti khubera yenyekhana anywe mabere kho abe nende omubili khubera omulayi,maziwa humletea ambaye pesa na pia humsaidia mtoto binadamu ni mdogo kwa ni maana anhitaji kunywa maziwa ili awe na afya bora
mabere kamrelelanga mundu amangondo khandi kakhonyanga omwana omutiti khubera yenyekhana anywe mabere kho nende omubili omulayi,maziwa humletea binadamu pesa na humsaidia ambaye ni mdogo kwa maana anhitaji kunywa maziwa ili awe na afya bora
mabere kamrelelanga mundu amangondo khandi kakhonyanga omwana omutiti khubera yenyekhana anywe mabere kho abe nende omubili omulayi,maziwa humletea binadamu pesa na humsaidia ambaye ni mdogo kwa maana anhitaji kunywa maziwa ili maziwa awe na afya bora
ingombe ngalwa mundu bikha bia ishida khusiro khukusibwa nende khunyola amangondo na amanya ikhonyanga yekhonya,ngombe humsaidia mtu wakati wa shida hupelekwa sokoni na kuuzwa na kupata pesa na kujua jinsi ya kujisaidia
ingombe ikhonyanga mundu bikha bia ishida khusiro khukusibwa nende khunyola amangondo na amanya ngalwa yekhonya,ngombe humsaidia mtu wakati wa shida hupelekwa sokoni na wa kuuzwa na kupata pesa na kujua jinsi ya kujisaidia
ingombe ikhonyanga mundu bikha bia ishida ukobwanga nende khusiro khukusibwa nende khunyola amangondo na amanya ngalwa yekhonya,ngombe humsaidia na mtu wakati wa shida hupelekwa sokoni na kuuzwa na kupata pesa na kujua jinsi ya kujisaidia
ingombe ikhonyanga mundu bikha bia ishida ukobwanga khusiro khukusibwa nende khunyola amangondo na amanya ngalwa yekhonya,ngombe humsaidia na mtu wakati wa shida hupelekwa sokoni na kuuzwa na kupata pesa na kujua jinsi ya kujisaidia kujua
abandu basomia ingombe banyole abandu olwa bakusingia abana babo,watu huuza ngombe ili wapate jinsi ya kuwapeleka wanawo shuleni
abandu bakusingia ingombe banyole abandu olwa basomia abana babo,watu huuza ili wapate jinsi ya kuwapeleka wanawo shuleni
bakusingia abandu ingombe banyole olwa basomia abana babo,watu huuza ngombe ili wapate watu jinsi ya kuwapeleka wanawo shuleni
abandu bakusingia ingombe banyole olwa basomia abana babo,shuleni huuza ngombe ili wapate watu jinsi ya kuwapeleka wanawo watu
lakini yalongwa nga omundu ingombe ingombe iri nende bilenge binee binee,ngombe aliumbwa kama binadamu lakini ni tofauuti kuwa ana miguu mine
ingombe yalongwa nga omundu lakini ingombe iri nende bilenge binee binee,ngombe aliumbwa kama binadamu lakini ni kuwa ana miguu mine
ingombe yalongwa nga omundu lakini ingombe iri nende bilenge,ngombe aliumbwa kama binadamu lakini ni tofauuti kuwa binadamu ana miguu mine
ingombe yalongwa nga omundu lakini ingombe iri nende bilenge binee,ngombe aliumbwa kama binadamu lakini ni tofauuti kuwa kuwa binadamu ana miguu mine
ingombe yefu ya gradi yikhalanga khuchakira ichuri mpaka siro yenya khumukhobelanga biakhulia khudedanga sa mkari amathi nako khurethanga khumanyanga sa musidwoli bikha bia nayola khumanyanga mbu olwa amathi,ngombe wetu wa gredi wa gredi hukaa kwenye zizi kuanzia asubuhi hadi jioni wakati tunampelekea chakula huwa tunakata tu na kutupa ndani na maji huwa tunaweka tu zizini wakati tunaposikia akikoroma tunajua anataka maji
ingombe yefu ya gradi yikhalanga khuchakira ichuri mpaka siro olwa khumukhobelanga biakhulia khudedanga sa mkari amathi nako khurethanga sa musidwoli bikha bia nayola khumanyanga mbu yenya amathi,ngombe wetu wa gredi wa gredi hukaa kwenye zizi zizi kuanzia asubuhi hadi maji jioni wakati tunampelekea chakula huwa tunakata na kutupa ndani na maji huwa tunaweka tu zizini wakati tunaposikia akikoroma tunajua anataka maji
ingombe yefu ya gradi yikhalanga msidwoli khuchakira ichuri siro olwa khumukhobelanga biakhulia yenya khudedanga sa nihusukuna mkari amathi nako khurethanga sa musidwoli bikha bia nayola khumanyanga mbu yenya amathi,ngombe wetu wa gredi wa gredi hukaa kwenye kuanzia hadi jioni wakati tunampelekea chakula huwa chakula tunakata tu na kutupa ndani na maji huwa tunaweka tu zizini wakati tunaposikia akikoroma tunajua anataka maji
ingombe yefu ya gradi yikhalanga msidwoli khuchakira ichuri mpaka siro olwa khumukhobelanga biakhulia khudedanga sa nihusukuna mkari amathi nako khurethanga sa musidwoli bikha bia khubuliranga nayola khumanyanga mbu yenya amathi,ngombe wetu wa gredi wa chakula hukaa kwenye kuanzia hadi jioni wakati tunampelekea gredi huwa chakula tunakata tu na kutupa ndani maji maji huwa tunaweka tu wakati tunaposikia akikoroma tunajua anataka na
abethanga nende isunga khubela siyenyanga khunywa mathi kari nende isabuni kose karimo karimo nende ichumvi siyenyanga mathi niko karimo bulamu nende buli sindu ichumvi,huwa na malingo kwa maana huwa hataki kunywa maji ambayo yana sabuni au yaliyowekwa chumvi na maji ndio uzima na kila kitu
abethanga nende isunga khubela siyenyanga khunywa mathi kari nende isabuni kose karimo karimo nende ichumvi mathi niko bulamu nende buli sindu ichumvi,huwa na malingo kwa maana maji huwa hataki kunywa maji ambayo yana sabuni au yaliyowekwa chumvi maji ndio uzima na kila kitu
abethanga nende isunga khubela siyenyanga khunywa mathi kari nende sindu isabuni kose karimo nende ichumvi mathi niko nende bulamu nende buli sindu,huwa na malingo kwa maana huwa hataki kunywa maji ambayo yana sabuni au yaliyowekwa chumvi na maji ndio uzima na kila kitu
abethanga nende isunga khubela siyenyanga khunywa mathi kari nende isabuni kose karimo nende ichumvi mathi niko bulamu nende buli sindu,huwa na malingo kwa maana huwa hataki ndio maji ambayo yana sabuni au yaliyowekwa chumvi na maji maana kunywa uzima na kila kitu
siduyu nende,fisi na sungura
siduyu nende ifisi,fisi na sungura sungura
nende ifisi siduyu,sungura fisi na sungura
ifisi nende siduyu,sungura na fisi sungura
khare khuhola kwariwo nende ifisi nende bamenyanga khalala nende khare tsikasi tsiosi halala,hapo awali kulikuwepo fisi na sungura walikuwa wanaishi pamoja na kufanya kazi zao zote pamoja
khare khuhola kwariwo nende ifisi nende siduyu bamenyanga khalala nende khare tsikasi tsiosi halala,hapo awali kulikuwepo fisi na sungura wanaishi pamoja na kufanya kazi zao zote pamoja
khare tsikasi khare kwariwo nende ifisi nende siduyu bamenyanga khalala nende khuhola tsikasi tsiosi halala,hapo awali fisi na sungura walikuwa wanaishi pamoja na kufanya kazi zao zote pamoja
khare khare kwariwo nende ifisi nende siduyu bamenyanga khalala nende khuhola tsikasi tsiosi halala,hapo awali fisi sungura walikuwa wanaishi pamoja na kufanya kazi zao zote pamoja
ndala inyanga siduyu siabolera ifisi itsie ikonye biakhuria ifisi yabolera siduyu mbu esie ndwala nano thiokonye nyangaino esie ndakonya nano,siku mja sungura alimwambia fisi aende akatafute chakula fisi alimwambia sungura eti mimi ni mgonjwa sasa wewe ukatafute leo halafu mimi nitaenda kutafuta kesho
ndala inyanga siduyu siabolera ifisi itsie ikonye biakhuria ifisi yabolera siduyu mbu esie ndwala nano thiokonye nyangaino esie ndakonya,siku mja chakula sungura alimwambia fisi aende akatafute chakula fisi alimwambia sungura eti mimi ni sasa wewe ukatafute leo halafu mimi nitaenda kutafuta kesho
inyanga ndala siduyu siabolera ifisi itsie ikonye biakhuria ifisi thiokonye muthuri siduyu mbu esie ndwala nano thiokonye nyangaino esie ndakonya yabolera,siku chakula mja eti sungura alimwambia fisi aende akatafute chakula fisi alimwambia sungura eti mimi ni mgonjwa sasa wewe ukatafute leo halafu mimi nitaenda kutafuta kesho
inyanga ndala siduyu siabolera ifisi itsie ikonye biakhuria ifisi yabolera siduyu mbu esie ndwala nano thiokonye nyangaino esie ndakonya muthuri,siku chakula mja eti sungura alimwambia fisi aende akatafute chakula fisi alimwambia mgonjwa sungura sungura eti mimi ni mgonjwa sasa wewe ukatafute leo halafu mimi nitaenda kutafuta kesho
siduyu sawa ndakhurekhera bana sawa bange na kata mlala salakora dawe,sungura alisema ni sawa nitakuwachia watoto wangu na hata mmoja asipotee
siduyu sawa ndakhurekhera bana bange na kata mlala salakora dawe,sungura sawa ni alisema nitakuwachia watoto wangu na hata mmoja asipotee
bange siabola sawa ndakhurekhera bana siduyu na kata mlala salakora dawe,sungura alisema asipotee sawa nitakuwachia watoto wangu na hata mmoja ni
siduyu siabola sawa ndakhurekhera bana bange na kata mlala salakora dawe,sungura alisema asipotee sawa nitakuwachia watoto wangu wangu na hata mmoja ni
siduyu siachaka luchendo lwa khukonya khutsia musino khukonya khukonya biakhulia,sungura alianza safari ya kuenda kwa msitu kutafuta vyakula
siduyu siachaka luchendo lwa khutsia musino khukonya khukonya biakhulia,sungura alianza safari ya kuenda kwa kutafuta vyakula
siduyu lwa siachaka luchendo lwa khutsia musino khukonya biakhulia,alianza safari ya kuenda kwa msitu kutafuta vyakula
siduyu siachaka luchendo lwa khutsia musino khukonya biakhulia,alianza safari ya kuenda msitu kutafuta vyakula
siduyu siakenda mu khula saa thirano bila saa khunyola siosisiosi,sungura alitembea kufikia saa tano bila kupata chochote
siduyu siakenda mu khula saa thirano bila khunyola siosisiosi,sungura alitembea alitembea kufikia saa tano bila kupata chochote
siduyu khunyola khula mu saa thirano bila siakenda siosisiosi,sungura alitembea saa tano bila kupata chochote
siduyu siakenda khula mu saa thirano bila khunyola siosisiosi,tano alitembea saa sungura bila kupata chochote
siamua karano tsidakika sikone,aliamua akalale dakika hamsini
siamua sikone tsidakika karano,aliamua akalale akalale dakika hamsini
siamua sikone tsidakika karano,aliamua dakika akalale hamsini
siamua sikone tsidakika makhumi karano,aliamua dakika hamsini
siduyu siduyu siakona siabisya,sungura alila hadi akapitisha muda
siduyu siduyu siakona mpaka siabisya,sungura alila hadi akapitisha akapitisha muda
siduyu siabisya siakona mpaka siabisya,sungura alila akapitisha muda
siduyu siakona mpaka siabisya,sungura muda akapitisha alila
saa ekhumi nende thibili ne inusu nisiamua hutsia mudala alanyola bana nende baye nibalirwe nende ifisi dawe,aliamka saa kumi na mbili unusu akaamua kurudi nyumbani asije akapata wanawe wakiwa wamekulwa na fisi
siabukha saa ekhumi nende thibili ne inusu nisiamua hutsia mudala alanyola bana nende baye nibalirwe nende ifisi dawe,aliamka na kumi na mbili unusu akaamua kurudi nyumbani asije akapata wanawe wakiwa wamekulwa saa fisi
siabukha saa thibili nende ekhumi ne inusu nisiamua hutsia mudala alanyola bana baye nibalirwe nende ifisi dawe,fisi saa kumi na mbili unusu akaamua kurudi nyumbani asije akapata wanawe wakiwa wamekulwa na aliamka
siabukha saa ekhumi nende thibili ne inusu nisiamua hutsia mudala alanyola bana baye nibalirwe nende ifisi dawe,fisi saa kumi na mbili unusu akaamua akapata nyumbani asije kurudi wanawe wakiwa wamekulwa na aliamka
siduyu maremwa ngasiola lwangulwangu sialola maremwa mengu nisiamua sitsie,sunguru alipofika haraka aliona ndizi akaamua kuenda kuomba
siduyu maremwa ngasiola lwangulwangu sialola maremwa mengu nisiamua sitsie sisabe,sunguru alipofika haraka aliona ndizi kuenda kuomba
siduyu ngasiola sialola lwangulwangu maremwa mengu nisiamua sitsie sisabe,sunguru alipofika haraka ndizi aliona akaamua kuenda kuomba
siduyu ngasiola lwangulwangu sialola maremwa mengu nisiamua sitsie sisabe,sunguru alipofika haraka aliona akaamua kuenda kuomba
ngasiasava amaremwa siakheresibya lala kabiri nende makhumi,alipoomba alipewa ndizi ishirini na moja
ngasiasava amaremwa siakheresibya makhumi kabiri nende lala,alipoomba alipewa ishirini na moja
siakheresibya amaremwa makhumi kabiri nende lala,alipoomba ndizi ishirini na moja
ngasiasava siakheresibya amaremwa makhumi kabiri nende lala,alipoomba ndizi ishirini moja na
siduyu siasangala siasangala nende hakulu,sungura alifurahia na kuruka juu
siduyu siasangala siasangala nende khuruka hakulu,sungura alifurahia na juu kuruka
nende siasangala siduyu khuruka hakulu,sungura alifurahia na kuruka
siduyu siasangala nende khuruka hakulu,sungura alifurahia sungura na kuruka
sianyola inyama ngasiola ifisi nilithanga mdala,alipofika nyumbani alimpata fisi akila nyama
sianyola mdala ngasiola ifisi nilithanga inyama,alimpata nyumbani alipofika fisi akila nyama
ngasiola mdala sianyola nilithanga inyama,nyumbani alimpata fisi akila nyama
ngasiola mdala sianyola ifisi nilithanga inyama,nyumbani alimpata fisi akila alimpata nyama
inyama mbu siakorwa eyo yarula yena eyo,alikosa kujua mahali hiyo nyama imetoka
siakorwa mbu inyama eyo yarula yena eyo,alikosa kujua mahali hiyo nyama imetoka nyama
yarula siakorwa mbu inyama eyo yarula yena,kujua mahali hiyo nyama imetoka
siakorwa mbu inyama eyo yarula yena,kujua mahali hiyo nyama imetoka hiyo
siduyu sierukha thimbiro khutsia bana vaye vaye,sungura alikimbia mbio kuenda kuwaangalia watoto wake
siduyu sierukha thimbiro khutsia bana vaye,sungura alikimbia mbio kuenda kuenda kuwaangalia watoto wake
siduyu sierukha thimbiro khuringala bana vaye,sungura watoto mbio kuenda kuwaangalia alikimbia wake
siduyu sierukha thimbiro khutsia khuringala bana vaye,sungura watoto mbio kuwaangalia alikimbia wake
basibolela ifisi ikhaire sa huruba inyama ibere sa bayio bongone,watoto walimwambia fisi amewanyima nyama amewapea watoto wake pekee
bana basibolela ifisi ikhaire sa huruba inyama ibere sa bayio bongone,watoto walimwambia fisi amewanyima nyama amewapea watoto wake amewapea pekee
bayio basibolela ifisi ikhaire huruba inyama ibere sa bana bongone,watoto walimwambia fisi wake nyama amewapea watoto amewanyima pekee
bana basibolela ifisi ikhaire huruba inyama ibere sa bayio bongone,watoto walimwambia wake fisi wake nyama amewapea watoto amewanyima pekee
siduyu siabola sawa mthuli inyanga yao yokhukonya biakhulia bana bao balabilira ni,sungura alisema ni sawa kesho siku yako itawadia ya kuenda kukitafuta chakula na watoto wako watakiona cha mtema kuni
siduyu siabola sawa mthuli mukwakha inyanga yao yokhukonya biakhulia bana bao balabilira ni,sungura alisema ni sawa kesho siku yako itawadia ya kuenda kukitafuta chakula na watoto wako wako watakiona cha mtema kuni
siduyu sawa mthuli ni inyanga yao yokhukonya biakhulia bana bao balabilira mukwakha,sungura alisema ni sawa kesho siku yako itawadia ya kuenda kukitafuta chakula na wako watakiona cha mtema kuni
siduyu siabola sawa mthuli ni inyanga yao yokhukonya biakhulia bana bao balabilira mukwakha,sungura alisema ni siku sawa kesho siku yako itawadia ya kuenda kukitafuta chakula na wako watakiona cha mtema kuni
siduyu basio siakaba maremwa baria,sungura aliwapea watoto wake ndizi wakakula
siduyu siakaba basio maremwa baria,sungura aliwapea watoto wake ndizi
siduyu siakaba bana siduyu basio maremwa baria,watoto sungura aliwapea watoto wake ndizi wakakula
siduyu siakaba bana basio maremwa baria,watoto sungura aliwapea wakakula wake ndizi watoto
bana busangafu nende bali sana bungi,watoto walikuwa na furaha sana
bana bali nende busangafu sana bungi,walikuwa na furaha sana
bungi bali nende busangafu bana sana,watoto walikuwa na furaha walikuwa sana
bana bali nende busangafu bungi sana,walikuwa na furaha walikuwa sana
inyanga ye ifisi ngayola yakenda isafari siosisiosi mno ne siumao sianyola indambi,siku ya fisi kutafuta chakula iliwadia fisi alitembea safari ndefu na hakuna chochote alichopata
inyanga ye ifisi ngayola ifisi yakenda isafari siosisiosi mno ne siumao sianyola indambi,siku siku ya fisi kutafuta chakula iliwadia fisi alitembea safari ndefu na hakuna chochote alichopata
inyanga ye ifisi ngayola ifisi yakenda isafari indambi siosisiosi mno ne siumao sianyola siosisiosi,siku ya fisi kutafuta alitembea chakula iliwadia fisi alitembea safari ndefu na hakuna chochote alichopata
inyanga ye ifisi ngayola ifisi yakenda isafari indambi mno ne siumao sianyola siosisiosi,siku ya fisi kutafuta alitembea chakula iliwadia fisi alitembea safari ndefu na hakuna chochote alichopata
yamua ikalukhe ikalukhe bana na ngayola mudala yanyola mudala bae beinamire ne besiduyu bari babayanga ne siduyu,aliamua kurudi nyumbani na alipofika nyumbani aliwapata watoto wake wakihurumisha na wa sungura wakiwa wanacheza na sungura
yamua ikalukhe ikalukhe mudala na ngayola mudala yanyola bana bae beinamire ne besiduyu bari babayanga ne siduyu,aliamua kurudi nyumbani na alipofika nyumbani wakiwa watoto wake wakihurumisha na wa sungura aliwapata wanacheza na sungura
yamua mudala na ngayola mudala yanyola bana bae beinamire ne besiduyu bari babayanga ne siduyu,aliamua kurudi nyumbani na alipofika nyumbani sungura watoto wake wakihurumisha na wa aliwapata wakiwa wanacheza na sungura
yamua ikalukhe mudala na ngayola mudala yanyola bana bae beinamire ne besiduyu bari babayanga ne siduyu,aliamua kurudi nyumbani na alipofika aliamua nyumbani sungura watoto wake wakihurumisha na wa aliwapata wakiwa wanacheza na sungura
ifisi yalanga ekulo ifisi siduyu khulwasina banabange baurumisha ni khubera ekulo walire inyama nende banabao bongone,fisi alimwita sungura kumuuliza ni kwa nini watoto wake walikuwa wanahurumisha sungura akamwambia ni vile jana ulikula nyama ana wao pekee
ifisi yalanga ekulo siduyu khulwasina banabange baurumisha ni khubera ekulo walire inyama nende banabao bongone,fisi alimwita sungura jana ni kwa nini wake watoto walikuwa wanahurumisha sungura akamwambia ni vile kumuuliza ulikula nyama ana wao pekee
ifisi yalanga siduyu khulwasina ifisi banabange baurumisha ni khubera ekulo walire inyama nende banabao bongone,fisi alimwita sungura vile kumuuliza ni kwa watoto wake walikuwa wanahurumisha sungura akamwambia ni vile jana ulikula nyama ana wao pekee
ifisi yalanga siduyu khulwasina banabange baurumisha ni khubera ekulo walire inyama nende banabao bongone,fisi alimwita sungura vile kumuuliza ni kwa watoto wake walikuwa walikuwa jana sungura akamwambia ni vile wanahurumisha ulikula nyama ana wao pekee
khalano ngekulo banabanga khulipsya nyaingaino wakholere ndakhaamua,sasa leo nimeamua kulipiza kisasi kutokana na vile uliwafanya watoto wangu
khalano ngekulo ndakhaamua khulipsya nyaingaino wakholere banabanga,sasa leo nimeamua kulipiza kisasi kutokana na vile uliwafanya watoto wangu kisasi
khalano nyaingaino ndakhaamua ndakhaamua khulipsya ngekulo wakholere banabanga,sasa na nimeamua kulipiza kisasi kutokana leo vile uliwafanya watoto wangu
khalano nyaingaino ndakhaamua khulipsya ngekulo wakholere banabanga,sasa na nimeamua kulipiza kisasi kutokana leo uliwafanya watoto wangu
siduyu yamwakhukosana nende yamwakhukosana ifisi,fisi aliamua kukosana ma sungura
