Original,Translation
akhole wandaaye kia kimilimo,afanye kazi ya ndugu yake
akhole kimilimo kia wandaaye,yake kazi ya ndugu afanye
ne okesa biakhulia biowo khukhwama mu mukuunda mala wibilile bilala nibio okesile okhakobolayo bukula tawe,ukiwa unavuna vyakul vyako kutoka kwa shamba kisha usahau vingine ambavyo ulivuna usirudi huko kuchukua
ne okesa biakhulia biowo khukhwama mu mukuunda mala wibilile bilala nibio okesile okhakobolayo khu bukula tawe,ukiwa unavuna vyakul vyako kutoka kwa ambavyo kisha usahau vingine shamba ulivuna usirudi huko kuchukua
omwana owe sisoleeli omubele niye balasaala alatiuukhwa lisina raraawe owafwa nio lisaaye liewe lichiililile,mtoto wa kiume kifunguamimba ambaye watazaa ataitwa jina la babake aliyekufa ndipo uzao wake uendelee
omwana owe sisoleeli omubele niye balasaala alatiuukhwa lisina lia raraawe owafwa nio lisaaye liewe lichiililile,mtoto wa kiume kifunguamimba ambaye watazaa ataitwa jina la babake aliyekufa ndipo uzao uendelee
mu bie baakwa bafuubi bili isiraeli,ni vya waliokuwa yatima israeli
bili bie baakwa bafuubi mu isiraeli,ni vya israeli yatima waliokuwa
ne owa woyo wandaaye nende banamulekhwa,na nduguye wa yule aliye na wajane
ne wandaaye woyo owa nende banamulekhwa,yule nduguye wa na aliye na wajane
khola orio nio akhenya khukobosia mulamue wowo tawe,fanya hivyo ndipo asitake kurudisha shemeji wako
khola orio nio fwane akhenya khukobosia mulamue wowo tawe,fanya hivyo ndipo asitake asitake kurudisha shemeji wako
namulekhwa oyo alacha khu akhuelesie okhola mu buli siindu nisio chikhabi,mjane huyo ataenda kukupa baraka kwa kila kitu ambacho unafanya
namulekhwa oyo alacha khu akhuelesie chikhabi mu buli siindu nisio okhola,mjane huyo ataenda kukupa baraka kwa kila kitu ambacho huyo unafanya
ne obuta kamatuunda alome ali mulamwa se eenya lisina lia kumuseituni okhakobolayo khubuta kasikalekho tawe,na ukichuma matunda useme kuwa shemeji sitaki jina la mizeituni usirudi uchume ya yaliyobaki
ne obuta kamatuunda alome ali mulamwa se eenya lisina lia ke kumuseituni okhakobolayo khubuta kasikalekho tawe,na ukichuma matunda kuwa useme shemeji sitaki jina la mizeituni usirudi uchume ya yaliyobaki
se eenya khukholela nikio kimilimo ese bafuubi nende banamulekhwa ne waandaye aakholanga tawe,sitaki kuwafanyia mimi kazi ambayo yatima na wajane na nduguye alikuwa akifanya
se eenya khukholela ese kimilimo nikio bafuubi nende banamulekhwa ne waandaye aakholanga tawe,sitaki kuwafanyia mimi kazi ambayo yatima na wajane na nduguye mimi alikuwa akifanya
no obuusia kamatunda ke kimisabibu khu okhakobolayo bisina lukhola khabili,ukisanya matunda ya misabibu usirudi kwa mizizi kwa mara ya pili
no obuusia kamatunda ke kimisabibu okhakobolayo khu bisina lukhola khabili,ukisanya matunda ya misabibu matunda usirudi kwa mizizi kwa mara ya pili
bafuubi kamatunda ke kimisabibu kasikalekho kali ke bafuubi,matunda ya misabibu yaliyobaki ni ya yatima
kamatunda ke kimisabibu kasikalekho kali ke bafuubi,matunda ya misabibu yaliyobaki ni ya yatima
babemeelesi be lukoba omundu oyo mala balomalome naye,wasimamizi wa mji walikuwa wakiita mtu huyo kisha wazungumze naye
babemeelesi be lukoba balalaanga omundu oyo mala balomalome naye,wasimamizi wa mji walikuwa wakiita mtu huyo kisha naye
ebweeni ne asiloba khukobosia namulekhwa nende oyo alamuchaakho aaba,alikuwa angali kukataa mjane na huyo atamwendea mbele
aaba ne asiloba khukobosia namulekhwa nende oyo alamuchaakho ebweeni,alikuwa angali mjane na huyo atamwendea mbele
khebulila mukhole muli enywe babemeelesi be silala mwaba banasioobi mu misiri khwako lekha siraaro lukoba amufuuche mu moni ese mulaka enywe mukhole lino,kumbuka kuwa nyinyi wasimamizi wa mji mlikuwa watumwa misri kwa hayo wacha kiatu kimoja amteme kwa macho mimi nawatuma nyinyi mfanye hili
khebulila muli enywe babemeelesi be lukoba mwaba banasioobi mu misiri khwako lekha siraaro silala amufuuche mu moni ese mulaka enywe mukhole lino,hili kuwa nyinyi wasimamizi wa mji mlikuwa watumwa misri kwa wacha kiatu kimoja amteme kwa macho mimi nawatuma nyinyi mfanye kumbuka
mala alome ali kano niko kakekholekhe niko,kisha niseme kuwa haya ndiyo yaliyofanyika
mala alome ali kano niko kakekholekhe,kisha niseme kuwa haya yaliyofanyika ndiyo
baisiraeli babili banyala baabalekha khu mundu wandaaye lisaaye lia okhenya lichililile tawe,waisraeli wawili wanaweza wakaachwa kwa mtu asiyetaka uzao wa nduguye usiendelee
baisiraeli babili banyala baabalekha khu mundu okhenya lisaaye lia wandaaye lichililile tawe,waisraeli wawili wawili wanaweza wakaachwa kwa mtu asiyetaka uzao wa nduguye usiendelee
ne bulomani baacha mu enju ne yewe koti,kwa masengenyo wakaenda kwa nyumba yake koti
ne bulomani baacha mu enju yewe koti,kwa masengenyo wakaenda kwa nyumba yake
omukhalaki anyala abisia akari elamanyikha mu isiraeli nga enju yo oyo owe bumayaanu nende mundu ne siraaro owafuulwa kumusaango,muamuzi anaweza akapitisha kati itajulikana kwa israeli kama nyumba ya huyo wa uovu na ambaye ni mtu aliyetoa kiayu na tambiko
omukhalaki anyala abisia akari elamanyikha mu isiraeli nga enju yo oyo owe bumayaanu nende ooli mundu owafuulwa siraaro ne kumusaango,muamuzi anaweza akapitisha kati itajulikana kwa israeli kama nyumba ya huyo wa uovu na ambaye ni mtu aliyetoa kiayu na tambiko
omundu aaba owe kumusaango ne bukhupe akhalakilwe,mtu aliyekuwa wa kisirani aamuliwe kichapo
omundu aaba owe kumusaango ne akhalakilwe bukhupe,mtu aliyekuwa wa aamuliwe kichapo
kamalaka kakaandi omukhalaki alamwalisia alamwalisia mafumala,sheria nyingine muamuzi atamlaza kifudifudi
kamalaka kakaandi omukhalaki alamwalisia mafumala,sheria nyingine muamuzi nyingine atamlaza kifudifudi
babaandu babili baaba ne bapaana mala omukhasi owa mulala aloleleele ne balikho bapana omukhasi,watu wawili walikuwa wakipigana wakati mke wa mmoja akiangalia wakipigana
babaandu babili baaba ne bapaana mala omukhasi owa mulala aloleleele ne balikho bapana,watu wawili walikuwa wakipigana wakati mke mmoja akiangalia wakipigana
akhoya bukhupe bukali khuloondekhana ne kamakhiikha niko akholile,anastahili apate kichapo sana kufuatana na mabaya ambayo amefanya
akhoya anyoole bukhupe bukali khuloondekhana ne kamakhiikha niko akholile,anastahili apate mabaya sana kufuatana na kichapo ambayo amefanya
akhoya aebwe oyo kumubili kumubili,anastahili apewe huyo mwili
akhoya aebwe oyo kumubili,anastahili apewe mwili huyo
okhamukholela kumukhono siisa mukhale kumukhono,usimfanyie huruma mkate mkono
okhamukholela siisa mukhale kumukhono,huruma usimfanyie mkate mkono
okhaba ne bipiimilo bibili mulolooti okhaba,usiwe na vipimio viwili kwenye mkoba
okhaba ne bipiimilo bibili mulolooti,vipimio usiwe na vipimio viwili kwenye mkoba
omusaayi alakaanila sikono sibalaayi sitiiti tawe,mpatanishi hatapokea kikapu kipana na kidogo
omusaayi alakaanila sikono sibalaayi ne sitiiti tawe,mpatanishi hatapokea kikapu kipana kidogo
asire ebweeni alutare ya wele sibalaayi bikelo bibili munju yowo,aweke mbele ya madhabahu ya mungu kipana viwango viwili kwa nyumba yako
asire ebweeni wa alutare ya wele sibalaayi bikelo bibili munju yowo,aweke ya madhabahu ya mungu kipana viwango viwili kwa nyumba yako
rumikhira sipiimilo sisienyekha lundi sia wowo ngali nio wele wowo olakobolela kimiiko kimikali mu sibala,tumia kipimo kinachohitajika tena cha kweli ambacho mungu wako utarejea miaka mingi kwa nchi
rumikhira sipiimilo sisienyekha lundi sia ngali nio wele wowo olakobolela kimiiko kimikali mu sibala,tumia kipimo kinachohitajika tena cha kweli ambacho wako utarejea miaka mingi kwa nchi
kuuka aba wase omuuyi busa omuaramu,babu yangu ni mhamiaji tu muaramu
kuuka wase aba omuuyi busa omuaramu,babu yangu mhamiaji tu muaramu
acha ne alikho akhuelesia,akaenda akiwa akikupatia wewe
acha ne alikho akhuelesia ewe,akaenda akiwa wewe akikupatia
be nju yewe batiiti busa mala ebweeneyo babaandu babeanga ne baaba ekholo emboofu eye kamaani bakhola bibiindu bibiindu nga ebio,wa nyumba ndogo tu kisha huko watu waliokuwa wakidanganya na walikuwa ukoo mkubwa wa nguvu walifanya vitu kama hivyo
be nju yewe batiiti busa mala ebweeneyo babaandu babeanga ne baaba ekholo emboofu eye kamaani bakhola bibiindu nga ebio,wa wa nyumba ndogo tu kisha huko watu waliokuwa wakidanganya na walikuwa ukoo mkubwa wa nguvu walifanya vitu kama hivyo
lundi bakali babaandu eye,tena ya watu wengi
lundi eye babaandu bakali,tena ya watu watu wengi
bamisiri bakhukholela efwe kamabi lie khukhwira baameleki mala bakhuyingilila khwakhola,wamisri walitufanyia sisi mabaya uamuzi wa kuuwa waameleki kisha wakatulamisha tukafanya
bamisiri bakhukholela efwe kamabi lilaka lie khukhwira baameleki mala bakhuyingilila khwakhola,wamisri walitufanyia sisi mabaya uamuzi wa waameleki kisha wakatulamisha tukafanya
khebulila niko baameleki bamukhosia kimilimo nga nga banasioobi,kumbuka ambayo waameleki waliwafanyisha kazi kana watumwa
khebulila niko baameleki bamukhosia kimilimo nga banasioobi,kumbuka kumbuka ambayo waameleki waliwafanyisha kazi kana watumwa
nio enywe ne mwama misri,ndipo nyinyi mkawa mkitoka misri
nio enywe mwaba ne mwama misri,ndipo misri mkawa mkitoka nyinyi
se baba ne buuri khu se bakuuka befwe akhuyeete efwe,hawakuwa na uoga kwa mababu zetu atusaidie sisi
se baba ne buuri khu bakuuka befwe akhuyeete efwe,na uoga kwa mababu zetu atusaidie sisi
bamuloondakho bamwibwaakala aaulila khulila khu lukeendo nga ne mwaba ne aabona mulwiile khunaanisibwa mala beera balala mwinywe bafwa,wakamfuata wakawavamia akasikia kulia kwa safari wakati mkiwa mmechoka akaona kusumbuliwa kisha wakauwa wengine kati yenu wakafa
bamuloondakho bamwibwaakala aaulila khulila khu lukeendo nga ne mwaba ne mulwiile aabona khunaanisibwa mala beera balala mwinywe bafwa,wakamfuata wakawavamia akasikia kulia kwa safari mkiwa mmechoka akaona kusumbuliwa kisha wakauwa wengine kati yenu wakafa
kimilimo ne bumiinikhi nibwo khwabamo ne,kazi na kufinyika ambayo tulikuwa ndani
kimilimo ne bumiinikhi nibwo khwabamo,na kufinyika ambayo tulikuwa ndani
nio aakhurusia misiri e efwe,ndipo akatutoa sisi misri
nio aakhurusia efwe e misiri,misri ndipo akatutoa sisi misri
wele wenywe acha khumueyeta ne bunyali bwewe ne bukali ne kamaani,mungu wenu anaenda kuwasaidia na uwezo wake mwingi na nguvu
wele wenywe acha khumueyeta ne bunyali bwewe bukali ne kamaani,mungu wenu wenu anaenda kuwasaidia na uwezo wake mwingi na nguvu
sibala mala amukhole mwingilemo aakhola khuube khuube sisienywe,nchi kisha amfanye muingie humo akafanya kuwa yenu
sibala mala amukhole mwingilemo aakhola khuube sisienywe,nchi kisha muingie humo akafanya kuwa yenu
alamuelesia kumuleembe kia biriisia,atawapatia amani ya vitu vinavyotisha
alamuelesia kumuleembe kia bibiindu biriisia,atawapatia amani ya vitu
siimbi bamenyile basiku nanywe balaba butinyu khwinywe tawe,maadui wanaoishi karibu nanyi hawatakuwa shida kwenu
basiku bamenyile siimbi nanywe balaba butinyu khwinywe tawe,maadui wanaoishi karibu maadui nanyi hawatakuwa shida kwenu
sino nisio kamabeele ne bubuukhi biseleetekhanga amalile khukhola ario yiira baameleki,ni hii ndiyo maziwa na asali inayodondoka amemaliza kufanya hivyo uwa waameleki
ne sino nisio kamabeele ne bubuukhi biseleetekhanga amalile khukhola ario yiira baameleki,ni hii ndiyo maziwa na asali waameleki amemaliza kufanya hivyo uwa inayodondoka
nio ndikho akhabao olibakhebulila lundi ese luno khureerera tawe,ndipo leo hata akiwepo atakayekumbuka tena mimi sitakuletea
nio luno akhabao olibakhebulila lundi ese ndikho khureerera tawe,ndipo leo hata akiwepo atakayekumbuka ndipo tena mimi sitakuletea
mukhebilila tawe lino,mnakumbuka hili sivyo
mukhebilila lino tawe,mnakumbuka hili sivyo sivyo
ewe sitonyi sie sie likesa nilio wambelesie,wewe kipande kimoja cha mavuno ulichonipa
ewe sitonyi sie khunyoa sie likesa nilio wambelesie,wewe kipande kimoja cha ulichonipa
biianwa bie likesa olara asi sikono ebweeni wele amusaayileo,sadaka za mavuno utaweka chini kikapu mbele za mungu amuombee
biianwa bie likesa olara asi sikono ebweeni wa wele amusaayileo,sadaka za mavuno utaweka chini kikapu mbele mungu amuombee
lundi okhoyele amuelesia sibe sisienywe wekhoyele khu bibiindu bilayi bioosi nibio mu sibukule ne khu simenyamo,tena anastahili kuwapatia iwe yenu umefurahia vitu vizuri vyote ambavyo mmechukuwa na kuishi humo
lundi okhoyele amuelesia sibe sisienywe wekhoyele bibiindu bilayi bioosi nibio mu sibukule ne khu simenyamo,tena anastahili humo kuwapatia iwe yenu umefurahia vitu vizuri vyote ambavyo mmechukuwa na kuishi humo
buli mulala khwinywe akhuelesie yowo nende be nju ewe,kila mmoja kwenu akupatie wewe na wa nyumba yako
buli mulala khwinywe akhuelesie ewe nende be nju yowo,kila mmoja nyumba kwenu akupatie wewe na wa nyumba yako
bala akhoya abiikhe mu sikono nende sie wele sitonyi nibo omenyile nabo,hesabu anastahili aweke kwa kikapu kipande cha mungu na ambao unaishi nao
bala akhoya abiikhe mu sikono sitonyi sie wele nende nibo omenyile nabo,hesabu anastahili aweke kwa kikapu kipande cha mungu na unaishi nao
sia khunyoa buli sibiaalwa nisio akesile,kutangulia kwa kila kinachopandwa ambacho amevuna
khunyoa sia buli sibiaalwa nisio akesile,kutangulia kwa kinachopandwa kila ambacho amevuna
buli mwiiko kwa khataru aana silala khwikhumi khukhwama mu sibala nisio amuelesia,kila mwaka wa tatu alipeana kimoja kwa kumi kutika kwa nchi ambayo mungu alimpatuia
buli mwiiko kwa khataru aana silala khwikhumi khukhwama mu sibala nisio wele amuelesia,kila mwaka wa tatu alipeana kimoja kwa kumi alimpatuia kutika kwa nchi ambayo mungu alimpatuia
nio amuelesia enywe mala ache khusaaya buli niio bamenya babe ne bibiindu bioosi abuundu aaroborwa e nabio,ndipo akampatia nyinyi kisha akaenda navyo kila walipoishi wawe na vitu vyote mahali palipoteuliwa kuombea
nio amuelesia enywe mala ache nabio buli niio bamenya babe ne bibiindu bioosi abuundu aaroborwa e khusaaya,ndipo akampatia nyinyi kisha akaenda navyo kila walipoishi wawe na vyote mahali palipoteuliwa kuombea
nga ne omala omuboolele omala oli ese luno fukiilila khukhola lino,ukimaliza umwambie kuwa mimi leo nakubali kufanya hili
nga ne omala omuboolele oli ese luno fukiilila khukhola lino,ukimaliza umwambie kuwa kufanya leo nakubali mimi hili
boolela wele omunyali bioosi ebweeni wewe,ambia mungu mweza wa vyote mbwele zake
boolela wele omunyali owa bioosi ebweeni wewe,ambia mungu mweza wa mbwele zake
narusiisie sitonyi ndi mu sibala nisio sitakatifu khukhwama munju mwase,nimetoa kipande kutoka kwa nuymba yangu ndipo niingie kwa nchi ambayo ni takatifu
narusiisie sitonyi ndi nengile mu sibala nisio sitakatifu khukhwama munju mwase,nimetoa kipande kwa nuymba yangu ndipo niingie kwa nchi ambayo ni takatifu
asuubisia bakuuka befwe ali akhakhuelesie efwe balawi baakwa bafuubi nende,akawapa imani mababu wetu kuwa atatupatia sisi walawi walio yatima na wajane
asuubisia bakuuka befwe ali akhakhuelesie efwe balawi baakwa bafuubi nende banamulekhwa,mababu akawapa imani mababu wetu kuwa atatupatia sisi walawi walio yatima na wajane
liikhebulila liikhebulila,kumbukumbu
liikhebulila,kumbukumbu
khu ndaalo eye khunyoa eye kumwesi kwe khumi na mulala kwe kumwiiko kukhola kamakhumi kane amukhole mutasiikhe mube chielefu khukhilakhoo mala kukhola amubiite chikhabi khukhwama ne amulaka,kwa siku ya kwanza ya mwezi wa kumi na moja kwa mwaka wa arobaini amfanye muongezeke muwe maelfu kushinda kisha awape baraka jinsi alivyoahidi
khu ndaalo eye khunyoa eye kumwesi kwe khumi na mulala kwe kumwiiko kukhola kamakhumi kane amukhole mutasiikhe mube chielefu khukhilakhoo mala amubiite chikhabi khukhwama nga ne amulaka,kwa muongezeke ya kwanza ya mwezi kisha kumi na moja kwa mwaka wa arobaini amfanye siku muwe maelfu kushinda wa awape baraka jinsi alivyoahidi
sengene senyala busiro nga butinyu ne bulomani tawe bwenye baisiraeli ne barura mu misiri musa aboolela babaandu kamalaka koosi,mimi pekee siwezi uzito wenu taabu na ugomvi kama waisraeli wakiondoka misri musa akawaambia watu sheria zote
ese sengene senyala busiro bwenye butinyu ne bulomani tawe nga baisiraeli ne barura mu misiri musa aboolela babaandu kamalaka koosi,mimi pekee siwezi uzito taabu wenu na ugomvi kama waisraeli wakiondoka misri musa akawaambia watu sheria zote
robora babaandu bakesi bioosi omunyali owa wele amuelesia be limanya lundi babakholakho kimilimo kino khubaboolela,teua watu werevu mungu mweza wa vyote akampa wenye busara tena waliowahi kufanya kazi kuwajulisha
robora babaandu bakesi wele omunyali owa bioosi amuelesia be limanya lundi babakholakho kimilimo kino khubaboolela,teua watu werevu mungu mweza wa busara akampa wenye vyote tena waliowahi kufanya kazi kuwajulisha
lino liekholekha enyuma khukhwama buli kholo wa wele omunyali owa bioosi khuula mala ese babe babemeelesi omwami sihoni owe baamori owamiia benywe,hili lilifanyika baaada ya kutoka kwa kila ukoo wa mungu mweza wa vyote kushinda kisha mimi nitawafanya wawe wasimamizi mfalme sihoni wa waamori mtawala wenu
lino liekholekha enyuma khukhwama buli mu kholo wa wele omunyali owa bioosi khuula mala ese ndabakhola babe babemeelesi omwami sihoni owe baamori owamiia benywe,hili lilifanyika baaada ya kutoka kwa ukoo wa mungu mweza vyote kushinda kisha mimi nitawafanya wawe wasimamizi mfalme sihoni wa waamori mtawala wenu
ne enywe mwafukiilila muli nga lukoba heshiboni niluo naloma luaba lulayi,na nyinyi mkulikubali kuwa kama mji wa heshiboni ambao nilisema ulikuwa mzuri
ne enywe mwafukiilila muli nga lukoba lwa heshiboni niluo naloma luaba lulayi,na nyinyi mkulikubali kuwa kama mji mji wa heshiboni ambao nilisema ulikuwa mzuri
nio omwami owe bashani owamiia mu ngoba cha asitaroti ne etrai nabukula babaandu bakesi lundi,ndipo mfalme wa bashani aliyetawala mji wa astaroti na etrai mimi nikachukua watu werevu tena
nio omwami owe bashani owamiia mu ngoba cha asitaroti ne etrai ese nabukula babaandu bakesi lundi,ndipo mfalme wa bashani aliyetawala mji wa astaroti na wa etrai mimi nikachukua watu werevu tena
musa arakikha mu lwa bamanya nibo enywe khwinooselia babaandu kamalaka kano mwarobora khukhwama mu kholo chenywe ne bolile nabara khubakholela maloba ka moabu ebukwe mala ese nabara mu bwimeelesi bwa luluuchi kimilimo yoritani,musa akaanza kuwafanyia kazi wakajua ambao nyinyi kuelezea watu sheria hii mkateua kutoka kwa ukoo zenu wakifika kwa ardhi ya moabu mashariki kisha mimi nikawaweka kwa usimamizi wa mto yordani
musa arakikha khubakholela kimilimo bamanya nibo enywe khwinooselia babaandu kamalaka kano mwarobora khukhwama mu kholo chenywe ne bolile mu maloba ka moabu ebukwe mala ese nabara mu bwimeelesi bwa luluuchi lwa yoritani,musa akaanza kuwafanyia kazi wakajua ambao nyinyi kuelezea watu sheria hii mkateua kutoka kwa ukoo zenu wakifika kwa ardhi ya moabu mashariki kisha mimi nikawaweka mto usimamizi zenu wa kwa yordani watu
balala baba babemeelesi musa aloma,wengine walikuwa wasimamizi musa akasema kuwa
balala baba babemeelesi musa aloma ali,wengine walikuwa kuwa wasimamizi musa akasema kuwa
nga ne mwabeele be babaandu wele emia ndala kamakhumi karano ne babaandu babaandi be a sikulu sia sinai wele omunyali be owa babaandu efwe wefwe akhuboolela eelefu mwamenyile siise sileeyi a sikulu,jinsi mlivyokuwa watu elfu mia moja hamsini na watu wengine wa kwa mlima wa sinai mungu mweza wa vyotemungu wetu alituambia kuwa mmeishi muda mrefu kwa mlima
nga ne mwabeele be babaandu eelefu emia ndala kamakhumi karano ne babaandu babaandi be a sikulu sia sinai wele omunyali owa babaandu wele wefwe akhuboolela efwe mwamenyile siise sileeyi a sikulu,jinsi mlivyokuwa watu elfu mia moja hamsini kwa na watu wengine wa kwa mlima wa sinai mungu wa vyotemungu wetu alituambia kuwa mmeishi muda mrefu kwa mlima
nono murio mwanyalile kobolayo,sasa mmetosha hivyo rudi huko
nono mwanyalile murio kobolayo,sasa mmetosha hivyo rudi sasa huko
ne siise esio naboola muchiililile lukeendo ne lukeendo,na muda huo nikasema muendelee na safari
ne siise esio naboola muchiililile ne lukeendo,na huo muda nikasema muendelee na safari
cha mu sibala la bakhalaki benywe sie bikulu bie bubwenyekha be bibala rekeeresia kamalilo ke babaandu mala biili siimbi bioosi bali mu litooma lia yortani mukhole bukhalaki nende,za kwa nchi ya waamuzi wenu kuwa ya vilima vya waamori na wa nchi sikiliza vilio vya watu ambavyo viko karibu vyote kuwa kwa bonde la yordani mfanye uamuzi unaostahili
cha mu sibala la bakhalaki benywe ndi sie bikulu bie baamori nende be bibala rekeeresia kamalilo ke babaandu mala biili siimbi bioosi bali mu litooma lia yortani mukhole bukhalaki bubwenyekha,uamuzi kwa nchi ya waamuzi wenu kuwa ya vilima vya waamori na wa kuwa nchi sikiliza vilio kwa vya watu ambavyo viko karibu vyote kuwa kwa bonde la yordani mfanye za unaostahili
cha mwole mu sibala sie bikulu akari baisiraeli babili namwe akari ne sie mumaayo mwole mu omuuisiraeli,nenda mfike kwa nchi za vilima katikati wa waisraeli wawili ama katikati na ya kwa bonde mfike kwa muisraeli
cha mwole mu sibala sie bikulu akari we baisiraeli babili namwe akari ne sie mumaayo mwole mu omuuisiraeli,nenda mfike kwa nchi za vilima katikati wa waisraeli wawili ama katikati na ya kwa bonde kwa muisraeli
khola che bunafubo nende che sia nyanja eya mediterenia kakenyekha mu bukhalaki bwenywe,fanya za kaskazini na ya bahari ya mediterenia yaliyostahili kwa uamuzi wenu
khola che bunafubo nende sia nyanja eya mediterenia kakenyekha mu bukhalaki bwenywe,fanya za na ya bahari ya mediterenia yaliyostahili kwa uamuzi wenu
cha mu sibala sia kanaani khalakila be asi nende be bunyali nga engelekha we asi bikulu bia lebanoni khu kenyekha,nenda kwa nchi ya kanaani kuamulia wa chini na wa uwezo kama ngambo wa vilima vya lebanoni kwa yaliyostahili
cha mu sibala sia kanaani khalakila be asi nende be bunyali nga engelekha we bikulu bia lebanoni khu kenyekha,nenda kwa nchi ya kanaani kuamulia wa chini na wa uwezo ngambo wa vilima vya lebanoni kwa yaliyostahili
mukharia omundu yesi khwola khu luuchi luboofu lwa efurati,msiogope mtu yeyote kufika kwa mto mkubwa wa efurati
mukharia omundu yesi yesi khwola khu luuchi luboofu lwa efurati,msiogope mtu wa kufika kwa mto mkubwa yeyote efurati
tawe sikila nibwo mukhola buli bwa wele,hapana sababu uamuzi ambao mnafanya ni wa mungu
tawe sikila bukhalaki nibwo mukhola buli bwa wele,hapana sababu uamuzi ambao mnafanya ni hapana wa mungu
namuele enywe kamaloba kano,tazama nimempa nyinyi ardhi hii
lola namuele enywe kamaloba kano,tazama nimempa nyinyi ardhi
reera kimisaango kimiandalafu khwise yingilamo mala mubukule kamaloba nese endakhola niko bioosi wele omunyali owa bioosi omunyali echuba,leta tambiko ngumu kwangu ingia ndani kisha mchukue ardhi nami nitafanya ambayo mungu mweza wa vyote aliapa
reera kimisaango kimiandalafu khwise yingilamo mala mubukule kamaloba nese endakhola niko wele omunyali owa bioosi omunyali echuba,leta tambiko ngumu kwangu ingia ndani kisha mchukue ardhi nami nitafanya ambayo mungu mweza ardhi wa vyote aliapa
siise esio ese namulaka koosi niko khua bakuuka benywe aburahamu ne yakobo mukhoyela khukhola,muda huo mimi nilimuagiza yote ambayo tunawapa mababu zenu abarahamuisaaka na yakobo mnastahili kufanya
siise esio ese namulaka koosi niko khua bakuuka benywe aburahamu isaaka ne yakobo mukhoyela khukhola,muda huo mimi nilimuagiza yote tunawapa ambayo mababu zenu abarahamuisaaka na yakobo mnastahili kufanya
alaka khubaelesia ne nibo lisaaye liabwe enyuma wabwe,aliagiza kuwapa ambao na uzao wao baada yao
alaka khubaelesia nibo ne lisaaye liabwe enyuma wabwe,kuwapa ambao na uzao wao baada yao
bayooti barumwa khukhwama khukhwama kadeshi bareba musa arobora bakhalaki,wapepelezi walitumwa kutoka kadeshi wakauliza musa ateue waamuzi
bayooti barumwa khukhwama kadeshi bareba musa arobora bakhalaki,kadeshi wapepelezi walitumwa kutoka kadeshi wakauliza musa ateue waamuzi
khwakhola niko wele akhulaka owa musa aboolela babaandu ali siise bioosi wele wefwe omunyali,tukafanya ambayo mweza wa musa aliwaambia watu kuwa muda wote mungu wetu alituahidi
khwakhola niko wele omunyali owa musa aboolela babaandu ali siise bioosi wele wefwe akhulaka,tukafanya ambayo mweza wa musa aliwaambia watu kuwa muda wote mungu wetu aliwaambia alituahidi
khwarura esio namuboolela ndi kimilimo kie khu sikulusia kili kimikali likali mala enywe mu sichiimi sibalayi esio siosi murangirira khwabira lundi siriisia,tukatua hiyo nikamwambia kuwa kazi ya kwa mlima wa sinai ni nyingi sana kisha tukapita kwa pori pana hiyo yote tena inatisha nikiwatangulia nyinyi
khwarura esio namuboolela ndi kimilimo kie khu sikulusia sinai kili kimikali likali mala khwabira mu sichiimi sibalayi esio siosi murangirira enywe lundi siriisia,tukatua hiyo nikamwambia kuwa kazi nyingi kwa mlima wa sinai ni ya kisha tukapita kwa pori pana hiyo yote tena inatisha nikiwatangulia nyinyi
ese senyala nakikhola khwabirira mu sibala sie bikulu sie baamori,mimi siwezi nikafanya pekee tukapitia kwa nchi vilima vya waamori
ese senyala nakikhola sengene khwabirira mu sibala sie bikulu sie baamori,mimi siwezi nikafanya nchi tukapitia kwa pekee vilima vya waamori
nga enywe khwola kadeshibarinea wenywe amukholile muli bakali nga namuboolela ne ndi mwolile mu chingenieesi,wakati tulifika kadeshibarinea wenu awafanyie kuwa wengi jinsi nilivyowaambia nyinyi kuwammefika kwa nyota
nga ne khwola kadeshibarinea wenywe amukholile muli bakali nga namuboolela enywe ndi mwolile mu chingenieesi,wakati kadeshibarinea wenu awafanyie kuwa wengi jinsi nilivyowaambia nyinyi kuwammefika kwa nyota
lekha wele omunyali owa bioosi wele owe bakuuka benywe wele wefwe alikho akhuelesia efwe sibala sie bikulu baamori,wacha mungu mweza wa vyote mungu wa mababu zenu mungu wetu anatupa sisi nchi ya vilima vya waamori
lekha wele omunyali owa bioosi wele owe bakuuka benywe wele wefwe alikho akhuelesia efwe sibala sie bikulu sie baamori,wacha ya mweza wa vyote mungu wa mababu zenu mungu wetu anatupa sisi nchi mungu vilima vya waamori
lola wele omunyali bioosi,tazama mungu mweza wa vyote
lola wele omunyali owa bioosi,tazama wa mungu mweza wa vyote
ne mu sichiimi wele wefwe areere sibala nga ne amureerire mu muleembe khu sino ebweeni wenywe,na mmeona kwa pori mungu wetu ameweka dunia kama alivyowatoa kwa amani kwa hii mbele yenu
ne mwabone mu sichiimi wele wefwe areere sibala nga ne amureerire mu muleembe khu sino ebweeni wenywe,na mmeona kwa pori mungu wetu ameweka dunia kama alivyowatoa kwa amani hii mbele yenu
cha musibukule sisienywe sibe,nenda muichukue iwe yenu
cha musibukule sibe sisienywe,nenda muichukue iwe
aakholile ario khu lwenye lukeendo lwenye lwoosi khukhwola abuundu ne amulaka bakuuka benywe bakharia namwe mwarangararwa,amefanya hivyo kwa safari yenu yote kufika mahali na akawahidi mababu zenu wasiogope ama kuchokozwa
